Instance,,SATDiv-CaDiCaL,,,SATDiv-Maple,,,DiverSAT,
hardware/cnf_cbpmas_prop_22_19855_2.cnf_9.97000000.sat,,94862578.1,3487.1,,93680329.3,3487.7,,90442820.8,3488.3
hardware/cnf_cbpmas_prop_23_20123_2.cnf_0.00000000.sat,,9352092.2,3325.4,,9295474.3,3236.7,,9260092.5,3343.6
hardware/cnf_cbpmas_prop_24_20378_2.cnf_11.87000000.sat,,95581222.9,3475.1,,94414491.3,3501.6,,91650789.1,3502.3
hardware/cnf_cbpmas_prop_25_20875_2.cnf_0.00000000.sat,,9352056.8,3423.6,,9296421.1,3376.6,,9260298.0,3464.4
hardware/cnf_cbpmas_prop_26_21271_2.cnf_12.78000000.sat,,95604332.0,3190.8,,94397330.9,3355.6,,91648629.4,3356.2
hardware/cnf_cbpmas_prop_27_21735_2.cnf_6.82000000.sat,,96378188.8,3369.0,,95065844.2,3370.2,,92446562.4,3370.8
hardware/cnf_cbpmas_prop_28_22074_2.cnf_6.85000000.sat,,96372515.1,3447.7,,95074001.0,3450.0,,92411884.5,3450.8
hardware/cnf_cbpmas_prop_29_22553_2.cnf_13.05000000.sat,,96162516.0,3518.3,,95110920.9,3519.8,,92499647.8,3520.4
hardware/cnf_cbpmas_prop_2_13116_2.cnf_9.98000000.sat,,97223653.9,3385.5,,95886552.1,3495.7,,93109619.4,3496.5
hardware/cnf_cbpmas_prop_30_22919_2.cnf_12.26000000.sat,,96144294.6,3468.4,,95102088.2,3502.8,,92499652.0,3503.7
hardware/cnf_cbpmas_prop_31_23259_2.cnf_8.05000000.sat,,97300628.1,3508.2,,96091223.3,3519.8,,93399614.7,3520.5
hardware/cnf_cbpmas_prop_32_23540_2.cnf_8.67000000.sat,,97359140.5,3494.3,,96095258.3,3510.6,,93331598.8,3511.1
hardware/cnf_cbpmas_prop_33_23781_2.cnf_8.77000000.sat,,97284516.2,3473.5,,96060063.4,3480.8,,93481740.4,3481.6
hardware/cnf_cbpmas_prop_34_24100_2.cnf_7.56000000.sat,,97282417.3,3454.7,,96055214.5,3479.4,,93447582.5,3479.9
hardware/cnf_cbpmas_prop_35_24416_2.cnf_9.77000000.sat,,97343547.9,3385.6,,96440739.5,3519.3,,93113536.0,3522.8
hardware/cnf_cbpmas_prop_36_25058_2.cnf_9.75000000.sat,,97370109.6,3522.8,,96442603.5,3521.1,,93094676.2,3524.1
hardware/cnf_cbpmas_prop_37_25392_2.cnf_0.16000000.sat,,36972581.9,3373.5,,36399401.1,3445.6,,36357867.9,3477.0
hardware/cnf_cbpmas_prop_3_13448_2.cnf_10.10000000.sat,,96651319.4,3472.6,,95669584.4,3499.5,,92517959.5,3500.0
hardware/cnf_cbpmas_prop_4_13712_2.cnf_10.78000000.sat,,96657163.7,3406.1,,95662541.9,3435.7,,92591091.1,3436.4
hardware/cnf_cbpmas_prop_5_13961_2.cnf_7.57000000.sat,,98376901.2,3511.9,,97076544.8,3518.8,,94329059.2,3519.5
hardware/cnf_cbpmas_prop_6_14201_2.cnf_8.90000000.sat,,98356112.4,3282.0,,97062805.2,3464.2,,94326430.9,3464.9
hardware/cnf_cbpmas_prop_7_14730_2.cnf_8.08000000.sat,,98309785.2,3264.7,,97102972.5,3442.6,,94379678.0,3443.6
hardware/cnf_cbpmas_prop_8_15004_2.cnf_8.69000000.sat,,98327125.7,3525.6,,97109035.6,3525.2,,94332833.5,3527.2
hardware/cnf_cbpmas_prop_9_15343_2.cnf_12.07000000.sat,,98185028.4,3480.8,,96924014.4,3475.5,,94319068.6,3484.0
hardware/cnf_cpipe_prop_10_20413_2.cnf_16.84000000.sat,,279900723.7,3311.8,,302070283.8,3317.1,,244677626.3,3318.4
hardware/cnf_cpipe_prop_11_21051_2.cnf_29.93000000.sat,,300920773.0,3319.6,,290702033.6,3131.0,,270566340.6,3335.1
hardware/cnf_cpipe_prop_12_21804_2.cnf_68.17000000.sat,,314708064.2,3373.4,,311754489.9,3167.8,,291096001.6,3380.7
hardware/cnf_cpipe_prop_13_23041_2.cnf_42.17000000.sat,,302426000.2,3384.4,,341531554.8,3387.2,,291515251.2,3391.0
hardware/cnf_cpipe_prop_14_23811_2.cnf_292.62000000.sat,,570633482.0,1025.8,,488695054.9,2054.5,,497726037.3,2065.3
hardware/cnf_cpipe_prop_15_25783_2.cnf_189.85000000.sat,,473613764.2,2460.3,,436884471.6,2474.7,,413920900.8,2486.3
hardware/cnf_cpipe_prop_16_27432_2.cnf_40.15000000.sat,,263290785.8,3285.6,,300329956.2,3290.1,,255976518.0,3292.1
hardware/cnf_cpipe_prop_17_28108_2.cnf_72.55000000.sat,,375465325.8,3454.9,,410363688.5,3462.4,,354726658.7,3465.7
hardware/cnf_cpipe_prop_18_28701_2.cnf_263.71000000.sat,,483100632.0,1764.5,,452147155.7,2135.6,,433742471.4,2143.1
hardware/cnf_cpipe_prop_1_1311_2.cnf_604.73000000.sat,,392057864.3,2891.0,,377431552.2,2891.1,,361264379.9,2900.8
hardware/cnf_cpipe_prop_2_5187_2.cnf_67.86000000.sat,,327307089.2,3435.9,,326208366.6,3158.3,,307665299.1,3443.6
hardware/cnf_cpipe_prop_3_6087_2.cnf_512.33000000.sat,,214183173.0,3117.0,,235962249.5,3119.4,,171552897.5,3121.9
hardware/cnf_cpipe_prop_4_8995_2.cnf_377.48000000.sat,,318487613.5,2796.5,,261643320.3,2770.9,,294073186.6,2804.7
hardware/cnf_cpipe_prop_5_12634_2.cnf_428.11000000.sat,,356308860.3,3057.8,,371184425.3,3071.5,,308016997.0,3075.8
hardware/cnf_cpipe_prop_6_14274_2.cnf_315.20000000.sat,,347702872.0,1230.8,,100703741.5,1216.3,,433556463.6,1240.5
hardware/cnf_cpipe_prop_7_16419_2.cnf_111.63000000.sat,,375066630.8,3482.0,,354967380.4,3204.3,,332405392.5,3486.6
hardware/cnf_cpipe_prop_8_18296_2.cnf_47.23000000.sat,,405368330.0,3542.0,,386464033.4,3550.5,,362172743.9,3560.6
hardware/cnf_cpipe_prop_9_19174_2.cnf_130.83000000.sat,,423401181.5,3551.0,,403085198.1,3561.3,,388494171.2,3571.5
hardware/cnf_mo_prop_10_14326_2.cnf_5.95000000.sat,,165715564.7,2690.0,,164131894.1,2689.9,,127547551.3,2692.8
hardware/cnf_mo_prop_11_15981_2.cnf_5.79000000.sat,,164157737.7,2782.7,,162546540.9,2783.3,,130859294.1,2784.7
hardware/cnf_mo_prop_1_790_2.cnf_0.00000000.sat,,7897383.2,2380.8,,7880282.7,2264.2,,4634736.3,2509.8
hardware/cnf_mo_prop_2_1768_2.cnf_0.00000000.sat,,7898575.5,2333.8,,7879946.4,2229.2,,4634765.4,2394.3
hardware/cnf_mo_prop_3_3311_2.cnf_9.30000000.sat,,166323349.3,2766.8,,164742091.3,2767.0,,130852997.8,2768.2
hardware/cnf_mo_prop_4_5236_2.cnf_43.96000000.sat,,208393986.9,2346.2,,207822244.1,2351.1,,148295302.7,2353.1
hardware/cnf_mo_prop_5_6974_2.cnf_6.11000000.sat,,164409473.9,2805.5,,162739514.1,2805.9,,130420225.2,2807.2
hardware/cnf_mo_prop_6_8441_2.cnf_39.93000000.sat,,199573299.2,2414.2,,198012212.6,2415.9,,147731316.5,2417.5
hardware/cnf_mo_prop_7_9141_2.cnf_7.56000000.sat,,168402617.8,2797.9,,166614376.1,2799.2,,132538116.9,2800.5
hardware/cnf_mo_prop_8_12004_2.cnf_0.00000000.sat,,7896616.9,2220.5,,7883220.7,2284.5,,4634509.0,2393.7
hardware/cnf_mo_prop_9_12912_2.cnf_0.00000000.sat,,7896968.2,2137.5,,7882940.1,2228.8,,4634454.7,2316.2
software/XSEngine,,2962909.8,2729.0,,2962927.0,2386.9,,2817294.5,3530.1
software/aaed2000,,3000771.1,2760.2,,3000316.8,2563.1,,2850010.0,3539.5
software/adder,,3002560.4,2232.7,,3002487.1,2692.9,,2868848.0,3566.5
software/adderII,,3012301.0,2428.2,,3012403.8,2715.8,,2881368.5,3509.2
software/aeb,,2816212.8,2348.6,,2815589.7,2144.9,,2679576.4,3502.4
software/aim711,,2963592.7,2453.9,,2963328.6,2020.5,,2825581.2,3533.2
software/aki3068net,,2835369.0,2490.2,,2835326.6,2592.1,,2709457.8,3293.9
software/am31_sim,,2724975.0,2273.0,,2724763.3,2331.0,,2617309.5,3493.5
software/asb,,2875431.8,2278.4,,2875109.3,1801.8,,2753497.1,3521.0
software/asb2305,,2880264.7,2452.6,,2879964.5,2351.8,,2763686.3,3286.5
software/assabet,,2914721.0,2252.6,,2914236.3,2195.9,,2763216.8,3542.0
software/at91sam7sek,,2963793.4,2776.1,,2963398.1,2306.5,,2832479.8,3483.6
software/at91sam7xek,,3044217.1,2516.4,,3044136.6,2567.6,,2905739.2,3569.2
software/atlas_mips32_4kc,,2854848.1,2841.0,,2854379.1,2715.6,,2726289.2,3489.3
software/atlas_mips64_5kc,,2837430.3,2516.4,,2836994.7,2965.9,,2706370.6,3380.8
software/axtls,,204297.2,628.6,,204276.5,1330.0,,204191.5,3192.3
software/brutus,,2835839.0,2678.7,,2835602.5,2706.7,,2710685.8,3520.3
software/buildroot,,1390287.0,1512.6,,1391422.6,1382.1,,1389557.9,2018.5
software/busybox_1_28_0,,2443131.3,2500.6,,2446106.9,2205.7,,2436068.0,2845.7
software/calm16_ceb,,2738031.2,2864.4,,2737719.0,2389.8,,2627860.2,3530.6
software/calm32_ceb,,2737961.1,2758.3,,2737939.7,2688.1,,2625712.1,3568.9
software/ceb_v850,,2786982.8,2680.3,,2786801.9,2352.5,,2669481.8,3285.2
software/cerf,,2971695.3,2462.0,,2971327.9,2338.4,,2823443.6,3314.0
software/cerfpda,,3009501.7,2939.4,,3008994.9,2131.9,,2862545.8,3468.6
software/cma230,,2820903.4,2386.6,,2820601.5,2527.3,,2695524.5,3343.9
software/cma28x,,2819611.8,2091.7,,2819421.1,2225.4,,2703326.8,3489.8
software/cme555,,2970194.2,2660.4,,2969554.5,2780.6,,2855426.2,3560.6
software/cq7708,,2867097.0,3215.2,,2867009.5,2448.5,,2723492.0,3513.5
software/cq7750,,2917532.7,2519.5,,2917340.9,2364.5,,2793727.1,3547.2
software/csb281,,2926187.9,2173.6,,2926070.9,2804.9,,2802281.0,3455.8
software/dreamcast,,2907728.3,2459.3,,2907636.2,2787.1,,2784117.7,3523.2
software/e7t,,2970209.0,2653.0,,2970182.7,2350.8,,2833876.4,3488.8
software/ea2468,,3084911.6,2450.2,,3084790.6,2522.6,,2924215.4,3277.5
software/eb40,,2880273.6,2548.8,,2879718.5,2001.0,,2755540.3,3434.5
software/eb40a,,2882821.7,2844.3,,2882562.9,2612.8,,2756873.0,3371.2
software/eb42,,2868564.8,2778.8,,2868387.1,2563.7,,2733392.9,3545.9
software/eb55,,2937598.6,2324.1,,2937520.8,2737.5,,2808044.9,3535.6
software/ebsa285,,2946371.7,2591.5,,2946166.8,2777.3,,2802438.5,3448.8
software/ec555,,2972800.0,2619.7,,2972185.2,2446.7,,2845221.0,3522.5
software/ecos-icse11,,2932825.0,2800.9,,2932650.8,2701.0,,2814595.2,3281.0
software/edb7xxx,,2905322.1,3129.3,,2904867.0,2126.8,,2768016.5,3530.3
software/edosk2674,,2806580.1,2569.6,,2806314.7,2514.5,,2691373.5,3481.5
software/embtoolkit,,4251310.0,3097.5,,4252327.5,3053.7,,4195380.7,3298.2
software/excalibur_arm9,,2856188.4,2604.5,,2855619.1,2265.9,,2708359.8,3404.0
software/fads,,2777537.4,2622.7,,2776960.0,2703.3,,2664164.3,3528.6
software/financial,,413942.2,2935.9,,413199.4,2413.7,,410279.7,3453.4
software/flexanet,,2968079.0,2995.9,,2967717.5,2949.2,,2830946.8,3504.7
software/freebsd-icse11,,3295457.0,3113.0,,3300697.2,2754.9,,3208912.3,3431.1
software/frv400,,2919069.7,2284.3,,2918950.3,2942.7,,2781570.8,3525.1
software/gps4020,,2816912.8,2371.0,,2816365.4,2057.0,,2691996.9,3268.7
software/grg,,2905528.4,2310.9,,2905358.4,3061.7,,2768714.1,3531.2
software/h8300h_sim,,2750086.0,2329.3,,2749662.4,2252.4,,2635480.7,3353.7
software/h8max,,2822820.4,2936.9,,2822345.2,2881.6,,2704205.8,3555.1
software/h8s_sim,,2752429.8,2606.9,,2752043.7,2317.7,,2640598.5,3301.3
software/hs7729pci,,3028568.2,2806.7,,3028446.8,2147.2,,2869480.5,3446.2
software/innovator,,2940442.1,2598.0,,2940279.5,2305.9,,2779532.8,3510.9
software/integrator_arm7,,2950299.3,2407.8,,2950160.4,2961.2,,2821831.6,3431.1
software/integrator_arm9,,2959430.8,2708.4,,2959009.8,2594.4,,2776526.4,3400.7
software/ipaq,,2892635.0,2661.4,,2892099.3,2627.3,,2764200.2,3537.3
software/iq80310,,2952840.0,2221.8,,2952619.2,2496.3,,2820006.5,3544.3
software/iq80321,,2947929.7,2385.3,,2947911.2,2865.5,,2808207.6,3507.4
software/ixdp425,,2919085.6,2693.2,,2918822.8,2718.7,,2780864.1,3520.7
software/jmr3904,,2795437.0,2576.1,,2795066.4,2535.1,,2682087.2,3500.5
software/jtst,,2882821.1,2863.9,,2882555.8,2659.4,,2752571.5,3490.6
software/linux,,2835518.0,2670.1,,2835445.3,2136.0,,2709220.8,3257.5
software/lpcmt,,2905663.2,2828.5,,2905005.1,2129.1,,2771745.2,3454.0
software/m5272c3,,3103845.3,2630.2,,3103166.3,2385.2,,2951865.1,3269.2
software/mac7100evb,,2871390.6,2581.8,,2871326.0,2218.1,,2755688.5,3416.1
software/mace1,,2871682.0,2672.6,,2871363.2,2264.1,,2745298.8,3521.8
software/malta_mips32_4kc,,2894979.7,2545.6,,2894484.2,2583.1,,2767811.7,3563.1
software/malta_mips64_5kc,,2894949.9,2502.7,,2894242.3,2261.6,,2752731.6,3418.4
software/mb93091,,2938206.7,2818.7,,2938022.4,3054.6,,2769327.8,3504.3
software/mb93093,,2899050.8,2730.5,,2899235.7,2445.0,,2753590.8,3455.8
software/mbx,,3063843.1,2422.3,,3063447.4,2441.6,,2921485.1,3450.0
software/mcb2100,,2905431.9,2348.8,,2905134.1,2346.4,,2782478.6,3293.2
software/moab,,3010401.2,2377.4,,3009847.2,2397.7,,2869816.9,3284.1
software/mpc50,,2818777.4,2601.7,,2818582.7,2466.2,,2694093.0,3531.6
software/nano,,2986659.1,2767.1,,2986149.5,3213.4,,2834044.9,3504.5
software/npwr,,2950813.3,2743.3,,2950551.5,2010.8,,2805033.7,3249.5
software/ocelot,,2964146.0,2377.6,,2963497.3,3028.5,,2806329.9,3389.3
software/olpce2294,,2991220.7,2619.7,,2990773.6,2720.4,,2830956.9,3509.7
software/olpch2294,,2934083.8,2549.7,,2933678.3,2200.3,,2798657.4,3265.2
software/olpcl2294,,2988898.0,3131.7,,2988608.3,3019.9,,2842704.7,3470.6
software/p2106,,2905593.3,2835.8,,2905136.9,2163.0,,2780354.1,3536.0
software/pati,,2925145.9,3033.2,,2924656.5,2183.6,,2809383.2,3439.2
software/pc_i82544,,2962666.6,2534.6,,2962459.9,2560.1,,2829323.4,3284.0
software/pc_i82559,,2962650.8,2484.3,,2962479.5,2527.8,,2830996.4,3452.5
software/pc_rltk8139,,2981674.0,2594.4,,2981470.5,2754.1,,2835648.8,3330.0
software/pc_usb_d12,,2990605.1,2891.1,,2990114.5,2523.7,,2852646.5,3532.5
software/pc_vmWare,,2952266.8,2387.4,,2952624.4,2215.7,,2822571.4,3349.0
software/phycore,,2965165.9,2659.6,,2964870.6,2322.3,,2835458.2,3449.4
software/phycore229x,,3089674.0,2114.6,,3089563.6,2512.3,,2916664.9,3471.7
software/picasso,,2902303.1,2607.8,,2902447.2,2715.5,,2777075.1,3475.5
software/pid,,2853528.7,2551.8,,2852852.4,2207.2,,2730219.6,3515.2
software/prpmc1100,,2840663.1,2669.4,,2840573.5,2256.7,,2724677.2,3486.3
software/psim,,2765117.7,2418.6,,2764627.2,2446.3,,2653033.4,3511.1
software/rattler,,3132010.0,2495.1,,3131547.9,2951.2,,2991981.3,3500.9
software/ref4955,,2841639.0,3009.0,,2841022.0,2221.2,,2720223.1,3537.6
software/refidt334,,3001931.2,2617.8,,3001635.8,2832.5,,2864432.1,3408.9
software/sa1100mm,,2840802.9,2211.2,,2840572.0,2118.7,,2726636.2,3341.1
software/sam7ex256,,3044551.0,2942.8,,3043586.4,2606.4,,2894485.5,3463.5
software/se7751,,3009405.6,2992.8,,3009018.4,3055.7,,2874062.7,3502.0
software/sh4_202_md,,2942775.3,2498.1,,2942590.4,1975.5,,2800712.5,3394.4
software/sh7708,,2892745.1,2597.2,,2892742.1,2630.0,,2745783.5,3503.0
software/skmb91302,,2850469.8,2369.5,,2849864.5,2570.3,,2728010.1,3550.3
software/sleb,,2784806.1,2431.2,,2784715.6,2453.6,,2676861.1,3534.7
software/smdk2410,,2936225.1,2589.4,,2935705.9,2386.6,,2796890.6,3513.9
software/snds,,2842834.7,2624.3,,2842632.8,2714.7,,2714983.9,3528.8
software/sparc_erc32,,2735165.2,2379.8,,2734925.0,2720.5,,2623373.5,3367.0
software/sparc_leon,,2735053.3,2290.3,,2734715.6,2243.7,,2626635.2,3541.8
software/sparclite_sim,,2734984.7,2361.8,,2734680.3,2117.5,,2627037.8,3368.7
software/stb,,2929384.9,2256.8,,2929154.3,2420.7,,2804805.1,3422.8
software/stdeval1,,2782096.1,2676.9,,2781606.0,2684.6,,2665796.2,3522.1
software/stm3210e_eval,,2975113.7,2292.0,,2974840.0,2046.4,,2852170.5,3502.7
software/toybox,,437473.9,808.4,,437478.4,648.5,,437447.2,1462.7
software/ts1000,,3073917.3,2704.0,,3073664.7,2125.0,,2944707.6,3349.9
software/ts6,,2935499.0,2483.7,,2935084.4,2850.1,,2806112.1,3559.2
software/tx39_sim,,2747546.0,1977.5,,2747241.6,2351.0,,2639982.8,3325.0
software/uClinux,,1515000.0,<1,,1515000.0,<1,,1515000.0,<1
software/uClinux-config,,13000103.0,1610.9,,13007984.3,1432.1,,12593411.2,1672.7
software/uE250,,2904954.1,2109.7,,2905215.5,2777.4,,2768921.5,3407.6
software/vads,,2935512.7,2485.1,,2934815.9,2878.7,,2806061.8,3517.9
software/viper,,3077528.1,2898.8,,3077422.8,2243.0,,2939102.6,3516.6
software/vrc4373,,2910287.9,2481.8,,2909720.1,2026.7,,2791081.7,3368.4
software/vrc4375,,2964555.2,2568.0,,2964605.2,2803.4,,2829961.5,3555.1
