Instance,,SATDiv-CaDiCaL,,,SATDiv-Maple,,,DiverSAT,
hardware/cnf_mo_prop_1_790_2.cnf_0.00000000.sat,,76853.2,231.7,,76939.8,159.2,,43337.0,458.9
hardware/cnf_mo_prop_2_1768_2.cnf_0.00000000.sat,,76881.1,254.7,,76935.5,155.5,,43337.0,408.3
hardware/cnf_mo_prop_3_3311_2.cnf_9.30000000.sat,,1602497.1,1746.7,,1580416.7,1317.5,,1238632.9,2195.4
hardware/cnf_mo_prop_4_5236_2.cnf_43.96000000.sat,,2026946.4,2380.9,,2014134.5,2182.2,,1584295.2,2489.4
hardware/cnf_mo_prop_5_6974_2.cnf_6.11000000.sat,,1582826.2,1856.0,,1560202.7,1234.3,,1225346.6,2374.6
hardware/cnf_mo_prop_6_8441_2.cnf_39.93000000.sat,,1925032.2,1956.7,,1903135.4,1427.1,,1525239.3,2011.6
hardware/cnf_mo_prop_7_9141_2.cnf_7.56000000.sat,,1621003.8,1910.5,,1597770.4,1110.5,,1252338.1,2334.9
hardware/cnf_mo_prop_8_12004_2.cnf_0.00000000.sat,,76874.4,172.7,,76851.1,155.4,,43391.2,380.0
hardware/cnf_mo_prop_9_12912_2.cnf_0.00000000.sat,,76877.8,217.5,,76851.2,155.9,,43392.3,386.3
software/XSEngine,,29469.7,1628.2,,29505.6,1858.6,,27763.5,2772.0
software/aaed2000,,29850.6,1518.7,,29882.2,1108.2,,27929.8,2840.9
software/adder,,29857.4,1136.4,,29894.7,868.6,,27962.7,2605.8
software/adderII,,29968.6,1155.3,,29985.3,986.7,,28367.2,2859.7
software/aeb,,28012.0,1404.9,,28040.0,1188.2,,26284.0,2697.0
software/aim711,,29470.3,1384.1,,29502.2,1828.3,,27584.4,2974.4
software/aki3068net,,28167.6,1429.6,,28208.1,1217.6,,26645.8,2494.8
software/am31_sim,,27112.7,1262.1,,27144.3,1067.9,,25584.2,2504.8
software/asb,,28599.9,2033.9,,28647.4,1460.3,,27128.2,3027.1
software/asb2305,,28636.2,1390.9,,28684.8,1215.6,,27019.0,2618.2
software/assabet,,28985.3,1389.6,,29020.6,1467.0,,27376.5,2781.6
software/at91sam7sek,,29477.8,990.0,,29531.5,1028.0,,27565.8,2534.1
software/at91sam7xek,,30248.1,1275.2,,30305.6,1428.6,,28452.3,2543.2
software/atlas_mips32_4kc,,28393.0,1636.5,,28417.1,1763.5,,26921.2,2820.7
software/atlas_mips64_5kc,,28210.0,1181.1,,28247.3,1066.7,,26591.2,2518.0
software/axtls,,2029.2,715.1,,2031.3,802.8,,2021.4,1609.8
software/brutus,,28209.8,1498.0,,28241.2,1327.5,,26470.2,2455.8
software/buildroot,,13893.7,359.2,,13878.8,122.8,,13820.3,447.5
software/busybox_1_28_0,,24177.9,213.4,,24306.2,33.3,,23907.7,395.6
software/calm16_ceb,,27243.4,1451.7,,27273.1,1207.8,,25607.1,2748.3
software/calm32_ceb,,27245.0,1951.9,,27278.6,1691.0,,25662.2,2735.6
software/ceb_v850,,27730.0,1196.3,,27762.8,1281.3,,26291.8,2691.6
software/cerf,,29549.6,1625.4,,29593.2,1384.6,,27570.8,2657.6
software/cerfpda,,29916.3,1344.3,,29967.4,1338.6,,28119.4,2693.8
software/cma230,,28063.0,1605.8,,28088.9,1609.8,,26441.5,2608.7
software/cma28x,,28052.4,1369.4,,28090.2,1675.3,,26453.8,2820.1
software/cme555,,29554.6,937.7,,29591.3,1713.5,,27733.1,2765.5
software/cq7708,,28531.3,1709.3,,28559.3,1452.2,,26781.8,2848.9
software/cq7750,,29029.4,867.5,,29061.8,1158.2,,27147.7,2542.2
software/csb281,,29081.3,1480.9,,29124.2,1445.5,,27279.7,2878.1
software/dreamcast,,28894.1,1035.2,,28941.9,701.1,,27301.6,2664.0
software/e7t,,29540.2,1617.6,,29558.0,1821.3,,27414.7,3226.4
software/ea2468,,30671.2,916.0,,30695.8,1545.2,,28892.5,2619.7
software/eb40,,28643.1,1836.9,,28682.4,1304.4,,26947.9,2987.4
software/eb40a,,28680.8,1899.9,,28703.1,1344.7,,27099.0,2695.2
software/eb42,,28542.4,1521.7,,28574.5,1598.7,,26796.5,2641.3
software/eb55,,29226.6,1333.5,,29268.8,1967.4,,27416.1,2710.6
software/ebsa285,,29273.3,1512.0,,29321.4,1140.4,,27467.5,2932.5
software/ec555,,29588.0,1385.1,,29625.4,1796.8,,27752.4,2946.6
software/ecos-icse11,,29160.6,1984.4,,29204.9,1090.0,,27359.8,3023.4
software/edb7xxx,,28885.0,1174.6,,28920.8,1168.4,,27262.9,2559.2
software/edosk2674,,27889.2,1551.0,,27932.1,908.6,,26345.1,2677.7
software/embtoolkit,,41912.9,735.2,,42025.6,380.2,,40692.4,1502.7
software/excalibur_arm9,,28422.0,805.8,,28442.4,1402.8,,26514.5,2524.3
software/fads,,27647.2,1340.1,,27671.0,1836.0,,26067.2,2822.9
software/financial,,4048.8,1096.1,,4045.7,999.0,,4032.9,2094.8
software/flexanet,,29490.3,1851.3,,29552.3,1584.3,,27698.7,2852.4
software/freebsd-icse11,,32656.2,474.3,,32701.8,221.5,,30965.5,888.4
software/frv400,,29023.9,1371.3,,29059.3,1104.3,,27180.6,2958.6
software/gps4020,,28018.3,1650.3,,28062.2,1295.5,,26177.6,2728.8
software/grg,,28872.9,1679.4,,28934.7,1223.5,,27257.3,2615.9
software/h8300h_sim,,27364.1,1452.8,,27403.0,1169.9,,25664.5,2974.5
software/h8max,,28061.6,809.3,,28094.3,1468.2,,26436.6,2749.6
software/h8s_sim,,27365.7,1254.9,,27423.0,1578.9,,25946.9,2631.7
software/hs7729pci,,30108.4,1748.9,,30156.1,1140.3,,28236.1,2621.8
software/innovator,,29248.6,1353.7,,29284.4,1103.1,,27268.5,2870.7
software/integrator_arm7,,29339.9,1568.3,,29377.3,1700.3,,27450.0,2955.5
software/integrator_arm9,,29422.0,898.8,,29462.6,1270.3,,27432.0,2725.4
software/ipaq,,28781.2,1220.8,,28794.9,1294.1,,27022.0,2644.7
software/iq80310,,29346.1,1162.6,,29405.3,1763.8,,27441.9,3094.7
software/iq80321,,29323.7,1716.0,,29347.3,1334.7,,27463.2,2775.3
software/ixdp425,,29024.4,1169.4,,29067.0,2005.4,,27530.3,3098.6
software/jmr3904,,27799.1,916.0,,27842.9,1337.1,,26103.7,2465.2
software/jtst,,28680.6,917.8,,28703.9,1250.8,,26952.2,2734.6
software/linux,,28185.7,1273.1,,28214.5,1391.9,,26474.3,2423.7
software/lpcmt,,28910.6,1681.4,,28935.3,1529.7,,27222.5,2947.3
software/m5272c3,,30807.2,937.6,,30857.4,1510.3,,29024.5,2201.6
software/mac7100evb,,28559.7,1278.4,,28613.0,979.4,,26902.8,2581.4
software/mace1,,28554.4,1411.8,,28604.6,1519.6,,26868.6,2447.4
software/malta_mips32_4kc,,28779.6,1525.3,,28829.5,1372.1,,27265.8,2573.4
software/malta_mips64_5kc,,28806.1,1308.2,,28821.2,1605.2,,27044.2,2996.3
software/mb93091,,29211.8,968.2,,29235.3,1170.4,,27430.4,1882.8
software/mb93093,,28821.6,1372.6,,28861.6,1058.3,,26981.2,2673.1
software/mbx,,30493.6,1802.3,,30526.4,1692.1,,28492.1,3035.2
software/mcb2100,,28908.7,1716.4,,28932.0,1216.8,,27237.2,2723.1
software/moab,,29946.6,1436.7,,29980.1,2315.0,,28005.4,2971.4
software/mpc50,,28019.4,968.6,,28071.6,1831.6,,26401.8,2720.1
software/nano,,29650.2,994.1,,29717.5,1228.7,,27472.5,2562.9
software/npwr,,29325.6,1669.9,,29378.3,1468.7,,27655.1,2615.4
software/ocelot,,29470.4,1494.0,,29515.0,1229.9,,27556.5,2519.6
software/olpce2294,,29718.4,1846.3,,29778.3,1806.4,,27716.2,2829.7
software/olpch2294,,29174.4,898.8,,29230.4,1602.3,,27521.1,2808.9
software/olpcl2294,,29701.7,1484.0,,29753.0,1580.6,,27626.6,2975.1
software/p2106,,28897.6,1214.2,,28931.2,1221.0,,27312.0,2806.4
software/pati,,29090.7,1402.6,,29143.1,1305.0,,27304.2,2690.5
software/pc_i82544,,29455.7,1010.8,,29494.9,1472.3,,27633.5,2546.3
software/pc_i82559,,29477.0,1200.9,,29492.9,1427.7,,27701.4,2537.0
software/pc_rltk8139,,29635.3,1283.6,,29682.7,1292.9,,27724.5,3087.0
software/pc_usb_d12,,29729.0,963.2,,29783.3,1696.3,,28066.0,2689.5
software/pc_vmWare,,29354.3,2186.6,,29399.8,1693.3,,27617.7,2924.8
software/phycore,,29499.6,763.5,,29532.8,1271.8,,27612.6,2409.0
software/phycore229x,,30733.3,1686.2,,30763.8,1524.6,,28713.8,2679.1
software/picasso,,28846.9,1309.4,,28894.1,1394.8,,27064.9,2842.5
software/pid,,28380.4,1607.0,,28425.0,1374.6,,26746.4,2559.9
software/prpmc1100,,28249.1,1101.0,,28290.7,1299.9,,26593.7,2186.1
software/psim,,27505.0,1053.9,,27543.2,1612.7,,25984.0,2739.5
software/rattler,,31149.3,1335.0,,31187.7,1371.7,,29191.3,2819.3
software/ref4955,,28261.8,1725.5,,28311.2,1064.0,,26674.8,2985.8
software/refidt334,,29834.4,1427.6,,29873.6,1264.7,,27865.7,2769.2
software/sa1100mm,,28257.9,1611.4,,28295.0,1642.1,,26648.2,3057.7
software/sam7ex256,,30273.7,1468.4,,30304.1,1920.9,,28611.3,3097.7
software/se7751,,29909.0,1385.0,,29958.6,1871.2,,28162.3,2835.3
software/sh4_202_md,,29238.0,986.4,,29289.2,1603.1,,27466.7,2796.5
software/sh7708,,28761.3,1103.4,,28815.4,1395.8,,26998.0,2699.4
software/skmb91302,,28355.1,1374.0,,28400.4,1716.7,,26596.8,2599.2
software/sleb,,27703.2,989.5,,27740.5,1582.3,,26109.5,2481.7
software/smdk2410,,29214.0,1424.0,,29252.5,1271.1,,27468.3,2783.9
software/snds,,28267.8,1260.1,,28310.4,1244.8,,26693.6,2737.5
software/sparc_erc32,,27213.0,1302.6,,27239.4,1534.7,,25761.0,2419.2
software/sparc_leon,,27219.6,1159.0,,27253.7,948.7,,25614.6,2806.0
software/sparclite_sim,,27211.8,1832.9,,27249.7,1442.2,,25664.9,2885.2
software/stb,,29131.7,1633.6,,29171.7,1737.6,,27483.8,2589.9
software/stdeval1,,27666.8,1751.4,,27698.2,1423.5,,26026.7,2749.8
software/stm3210e_eval,,29587.8,1938.0,,29642.6,1199.5,,27896.0,2789.8
software/toybox,,4374.8,256.8,,4375.0,185.9,,4338.0,1410.8
software/ts1000,,30586.1,1393.6,,30625.6,1982.0,,28691.5,3022.9
software/ts6,,29185.0,1201.9,,29234.8,1425.5,,27288.0,2637.7
software/tx39_sim,,27345.3,1360.9,,27371.7,1511.9,,25721.2,2608.9
software/uClinux,,15150.0,<1,,15150.0,<1,,15150.0,<1
software/uClinux-config,,129326.4,498.2,,128694.1,194.5,,122442.4,580.4
software/uE250,,28873.2,1941.1,,28923.2,1324.7,,27111.8,2755.6
software/vads,,29189.9,1606.6,,29229.5,1390.1,,27359.1,2581.3
software/viper,,30602.1,1189.4,,30658.5,1357.6,,28678.9,2722.4
software/vrc4373,,28949.1,1655.3,,28985.2,1812.4,,27302.2,2738.9
software/vrc4375,,29479.4,1428.7,,29518.7,1236.0,,27545.0,2736.8
