Instance,,SATDiv-CaDiCaL,,,SATDiv-Maple,,,DiversekSet,,,DiverSAT,
software/cq7708,,28531.3,1709.3,,28563.0,1849.0,,26109.7,<1,,26781.8,2848.9
software/cq7750,,29040.0,1360.7,,29066.1,1952.5,,25870.3,<1,,27147.7,2542.2
software/csb281,,29086.3,1693.2,,29127.9,1697.0,,26302.6,<1,,27279.7,2878.1
software/dreamcast,,28901.9,1834.5,,28944.9,1004.3,,26546.6,<1,,27301.6,2664.0
software/e7t,,29540.2,1617.6,,29559.0,2165.6,,25980.1,<1,,27414.7,3226.4
software/ea2468,,30684.9,1379.0,,30705.5,2708.4,,28116.1,<1,,28892.5,2619.7
software/eb40,,28647.4,2097.9,,28685.3,1802.0,,25860.8,<1,,26947.9,2987.4
software/eb40a,,28685.3,2547.1,,28709.2,1826.7,,26109.5,<1,,27099.0,2695.2
software/eb42,,28545.4,1924.1,,28574.5,1598.7,,25639.9,<1,,26796.5,2641.3
software/eb55,,29228.7,1704.3,,29268.8,1967.4,,26298.1,<1,,27416.1,2710.6
software/ebsa285,,29279.6,1946.8,,29322.2,1632.2,,26325.2,<1,,27467.5,2932.5
software/ec555,,29594.4,2275.8,,29625.4,1796.8,,26641.3,<1,,27752.4,2946.6
software/ecos-icse11,,29164.7,2088.6,,29208.5,2077.1,,26325.9,<1,,27359.8,3023.4
software/edb7xxx,,28895.8,1863.4,,28924.9,2097.7,,26292.2,<1,,27262.9,2559.2
software/edosk2674,,27894.8,2444.8,,27935.8,1629.3,,25507.8,<1,,26345.1,2677.7
software/embtoolkit,,41914.2,858.4,,42038.4,839.9,,40107.6,<1,,40692.4,1502.7
software/excalibur_arm9,,28424.6,1218.9,,28445.9,2007.3,,25725.4,<1,,26514.5,2524.3
software/fads,,27655.7,1560.0,,27671.6,2018.7,,25274.8,<1,,26067.2,2822.9
software/financial,,4050.7,1802.3,,4048.5,1971.8,,3149.0,<1,,4032.9,2094.8
software/flexanet,,29490.3,1851.3,,29554.3,1747.7,,26438.4,<1,,27698.7,2852.4
software/freebsd-icse11,,32673.0,1395.9,,32706.4,379.2,,30910.2,<1,,30965.5,888.4
software/frv400,,29034.7,1938.1,,29060.5,1286.6,,26340.2,<1,,27180.6,2958.6
software/gps4020,,28021.8,2195.7,,28066.3,1563.8,,25260.1,<1,,26177.6,2728.8
software/grg,,28894.3,2626.9,,28941.3,2032.4,,26349.5,<1,,27257.3,2615.9
software/h8300h_sim,,27364.1,1452.8,,27406.4,1648.3,,24447.4,<1,,25664.5,2974.5
software/h8max,,28069.7,1663.3,,28097.2,2043.2,,25418.9,<1,,26436.6,2749.6
software/h8s_sim,,27389.3,2225.5,,27423.6,1780.5,,25220.9,<1,,25946.9,2631.7
software/hs7729pci,,30116.2,2298.0,,30158.7,1634.4,,27312.0,<1,,28236.1,2621.8
software/innovator,,29251.4,1771.3,,29285.9,1249.1,,26383.8,<1,,27268.5,2870.7
software/integrator_arm7,,29342.0,1952.5,,29377.3,1700.3,,26448.8,<1,,27450.0,2955.5
software/integrator_arm9,,29422.0,898.8,,29467.2,2001.9,,26588.0,<1,,27432.0,2725.4
software/ipaq,,28781.2,1220.8,,28802.2,1580.9,,26078.2,<1,,27022.0,2644.7
software/iq80310,,29348.3,1389.1,,29407.5,1993.1,,26299.0,<1,,27441.9,3094.7
software/iq80321,,29327.9,2148.9,,29354.0,2196.8,,26423.8,<1,,27463.2,2775.3
software/ixdp425,,29031.4,1827.8,,29068.3,2511.1,,26505.0,<1,,27530.3,3098.6
software/jmr3904,,27808.4,1991.3,,27846.8,1816.4,,25008.0,<1,,26103.7,2465.2
software/jtst,,28687.9,1294.1,,28708.1,1726.7,,25794.1,<1,,26952.2,2734.6
software/linux,,28190.2,1643.3,,28227.4,2472.2,,25344.5,<1,,26474.3,2423.7
software/lpcmt,,28915.6,2371.9,,28936.5,2004.4,,26292.3,<1,,27222.5,2947.3
software/m5272c3,,30824.8,1859.9,,30858.4,1799.8,,28124.7,<1,,29024.5,2201.6
software/mac7100evb,,28579.7,1902.9,,28613.3,1151.2,,25970.3,<1,,26902.8,2581.4
software/mace1,,28567.3,2272.4,,28606.8,1905.0,,25886.6,<1,,26868.6,2447.4
software/malta_mips32_4kc,,28781.0,1833.0,,28829.9,1552.3,,26268.5,<1,,27265.8,2573.4
software/malta_mips64_5kc,,28806.1,1308.2,,28822.7,2129.7,,26008.4,<1,,27044.2,2996.3
software/mb93091,,29217.7,1441.4,,29245.3,2586.0,,26650.1,<1,,27430.4,1882.8
software/mb93093,,28822.9,1954.5,,28867.3,1598.6,,26213.9,<1,,26981.2,2673.1
software/mbx,,30493.6,1802.3,,30527.1,1875.9,,27065.4,<1,,28492.1,3035.2
software/mcb2100,,28908.7,1716.4,,28939.6,1936.6,,26378.5,<1,,27237.2,2723.1
software/moab,,29947.1,1624.4,,29981.0,2377.0,,26851.5,<1,,28005.4,2971.4
software/mpc50,,28028.7,1656.1,,28075.8,2293.7,,25296.5,<1,,26401.8,2720.1
software/nano,,29663.2,1444.3,,29723.5,2282.9,,25766.2,<1,,27472.5,2562.9
software/npwr,,29332.2,2380.7,,29380.5,1710.5,,26683.9,<1,,27655.1,2615.4
software/ocelot,,29486.0,1993.3,,29519.0,1754.8,,26593.5,<1,,27556.5,2519.6
software/olpce2294,,29730.2,2314.0,,29778.9,1890.1,,26301.1,<1,,27716.2,2829.7
software/olpch2294,,29178.0,1660.6,,29235.4,2038.9,,26670.8,<1,,27521.1,2808.9
software/olpcl2294,,29701.9,1797.4,,29754.8,1813.6,,26422.9,<1,,27626.6,2975.1
software/p2106,,28901.9,1496.1,,28937.7,2173.2,,26311.8,<1,,27312.0,2806.4
software/pati,,29104.4,1860.9,,29146.6,1635.8,,26444.8,<1,,27304.2,2690.5
software/pc_i82544,,29455.7,1010.8,,29499.0,2016.0,,26658.9,<1,,27633.5,2546.3
software/pc_i82559,,29480.8,1283.1,,29497.2,1887.7,,26653.8,<1,,27701.4,2537.0
software/pc_rltk8139,,29638.6,1811.5,,29682.7,1292.9,,26772.3,<1,,27724.5,3087.0
software/pc_usb_d12,,29737.2,1668.1,,29787.0,2081.9,,27249.2,<1,,28066.0,2689.5
software/pc_vmWare,,29358.0,2684.4,,29401.7,1859.2,,26485.4,<1,,27617.7,2924.8
software/phycore,,29506.0,1325.3,,29539.3,1866.1,,26320.8,<1,,27612.6,2409.0
software/phycore229x,,30737.8,2611.1,,30771.9,2179.4,,27470.7,<1,,28713.8,2679.1
software/picasso,,28850.6,1927.1,,28894.1,1394.8,,26100.6,<1,,27064.9,2842.5
software/pid,,28391.2,2167.3,,28428.7,1531.3,,25817.6,<1,,26746.4,2559.9
software/prpmc1100,,28260.0,1475.2,,28296.5,1979.7,,25548.3,<1,,26593.7,2186.1
software/psim,,27510.2,1747.1,,27546.3,1932.9,,25098.5,<1,,25984.0,2739.5
software/rattler,,31157.6,1431.8,,31192.7,1957.0,,28050.9,<1,,29191.3,2819.3
software/ref4955,,28273.4,2475.2,,28311.2,1064.0,,25831.9,<1,,26674.8,2985.8
software/refidt334,,29848.7,2212.7,,29878.1,1754.1,,26611.2,<1,,27865.7,2769.2
software/sa1100mm,,28260.9,1833.5,,28295.2,1810.0,,25598.7,<1,,26648.2,3057.7
software/sam7ex256,,30273.7,1468.4,,30312.9,2700.9,,27667.9,<1,,28611.3,3097.7
software/se7751,,29914.0,1923.4,,29963.5,1995.9,,27321.4,<1,,28162.3,2835.3
software/sh4_202_md,,29239.9,1352.4,,29291.8,1794.6,,26477.5,<1,,27466.7,2796.5
software/sh7708,,28768.9,1907.4,,28817.6,1725.1,,26045.2,<1,,26998.0,2699.4
software/skmb91302,,28365.0,2225.6,,28401.6,2054.4,,25720.8,<1,,26596.8,2599.2
software/sleb,,27706.1,1360.5,,27741.6,1711.0,,25200.7,<1,,26109.5,2481.7
software/smdk2410,,29223.8,1952.4,,29253.2,1894.9,,26478.2,<1,,27468.3,2783.9
software/snds,,28269.3,1367.3,,28311.7,1834.2,,25616.2,<1,,26693.6,2737.5
software/sparc_erc32,,27225.7,1879.5,,27244.9,2233.6,,24892.5,<1,,25761.0,2419.2
software/sparc_leon,,27223.9,1988.1,,27254.3,1098.4,,24749.8,<1,,25614.6,2806.0
software/sparclite_sim,,27211.9,2049.7,,27250.8,1499.6,,24670.2,<1,,25664.9,2885.2
software/stb,,29136.8,2252.1,,29175.5,2196.1,,26461.8,<1,,27483.8,2589.9
software/stdeval1,,27674.2,2177.0,,27704.2,2533.4,,24831.7,<1,,26026.7,2749.8
software/stm3210e_eval,,29593.6,2721.9,,29643.7,1617.0,,26815.4,<1,,27896.0,2789.8
software/toybox,,4375.0,394.5,,4375.0,185.9,,4328.3,<1,,4338.0,1410.8
software/ts1000,,30587.2,1555.0,,30626.3,2170.8,,27563.4,<1,,28691.5,3022.9
software/ts6,,29196.0,1533.4,,29239.6,2162.9,,26261.1,<1,,27288.0,2637.7
software/tx39_sim,,27353.8,2186.3,,27372.3,1656.4,,24630.7,<1,,25721.2,2608.9
software/uClinux,,15150.0,<1,,15150.0,<1,,15150.0,<1,,15150.0,<1
software/uClinux-config,,129537.6,1334.4,,128829.9,1512.3,,121513.0,4.2,,122442.4,580.4
software/uE250,,28882.8,2081.3,,28924.0,1411.0,,25902.6,<1,,27111.8,2755.6
software/vads,,29193.7,2181.5,,29234.9,2070.3,,26481.5,<1,,27359.1,2581.3
software/viper,,30618.0,2130.5,,30662.2,2262.1,,27556.3,<1,,28678.9,2722.4
software/vrc4373,,28950.9,1815.0,,28988.2,1967.4,,26171.2,<1,,27302.2,2738.9
software/vrc4375,,29483.8,1936.2,,29523.7,1964.8,,26413.6,<1,,27545.0,2736.8
