Instance,,SATDiv-CaDiCaL,,,SATDiv-Maple,,,DiversekSet,,,DiverSAT,
hardware/cnf_cbpmas_prop_31_23259_2.cnf_8.05000000.sat,,24295023.3,3162.0,,24027733.2,3391.2,,22736464.4,461.9,,23089892.3,3483.2
hardware/cnf_cbpmas_prop_32_23540_2.cnf_8.67000000.sat,,24302651.1,2951.8,,24025737.7,3393.6,,22736464.4,675.9,,23072172.6,3362.4
hardware/cnf_cbpmas_prop_33_23781_2.cnf_8.77000000.sat,,24272271.6,2929.5,,24030515.9,3442.8,,22882015.7,491.2,,23179882.4,3401.6
hardware/cnf_cbpmas_prop_34_24100_2.cnf_7.56000000.sat,,24272846.7,2971.1,,24030999.3,3444.5,,22882015.7,527.9,,23173056.1,3388.1
hardware/cnf_cbpmas_prop_35_24416_2.cnf_9.77000000.sat,,24315814.9,2823.9,,24128381.2,3352.3,,22712035.0,650.4,,23109216.1,3248.3
hardware/cnf_cbpmas_prop_36_25058_2.cnf_9.75000000.sat,,24324460.4,2834.7,,24129282.2,3385.0,,22712035.0,603.5,,23101687.6,3298.6
hardware/cnf_cbpmas_prop_37_25392_2.cnf_0.16000000.sat,,9227803.4,2883.8,,9082342.4,3082.8,,8834693.8,98.8,,8994166.4,3372.4
hardware/cnf_cbpmas_prop_3_13448_2.cnf_10.10000000.sat,,24146930.6,2974.1,,23925886.9,3381.5,,22518245.9,713.0,,22907473.7,3448.2
hardware/cnf_cbpmas_prop_4_13712_2.cnf_10.78000000.sat,,24142871.1,3018.1,,23926019.6,3407.0,,22518245.9,536.5,,22912907.9,3367.8
hardware/cnf_cbpmas_prop_5_13961_2.cnf_7.57000000.sat,,24563976.1,3312.7,,24297393.6,3402.7,,23019421.8,863.0,,23331532.5,3489.8
hardware/cnf_cbpmas_prop_6_14201_2.cnf_8.90000000.sat,,24559469.0,3136.7,,24297397.0,3410.5,,23019421.8,537.0,,23340488.2,3329.5
hardware/cnf_cbpmas_prop_7_14730_2.cnf_8.08000000.sat,,24539714.1,3172.6,,24275742.4,3482.6,,23123015.3,467.2,,23411465.1,3353.2
hardware/cnf_cbpmas_prop_8_15004_2.cnf_8.69000000.sat,,24543883.1,3159.7,,24274249.8,3370.3,,23123015.3,689.4,,23401205.9,3418.8
hardware/cnf_cbpmas_prop_9_15343_2.cnf_12.07000000.sat,,24506479.3,3458.9,,24257413.6,3477.5,,23052149.4,654.7,,23354963.5,3380.0
hardware/cnf_cpipe_prop_10_20413_2.cnf_16.84000000.sat,,70631894.7,3596.8,,75447031.9,3534.7,,61321492.0,1003.1,,62708210.0,3157.8
hardware/cnf_cpipe_prop_11_21051_2.cnf_29.93000000.sat,,75549965.3,3590.1,,80705243.0,3531.3,,66054417.1,895.6,,67618898.7,3205.6
hardware/cnf_cpipe_prop_12_21804_2.cnf_68.17000000.sat,,79441561.8,3591.1,,85281130.9,3529.6,,71229623.1,916.7,,72319646.2,3175.5
hardware/cnf_cpipe_prop_13_23041_2.cnf_42.17000000.sat,,76187131.3,3583.9,,85349443.6,3528.4,,71940210.1,1160.9,,73062192.0,3207.6
hardware/cnf_cpipe_prop_14_23811_2.cnf_292.62000000.sat,,144416183.8,3577.2,,133095391.1,3581.7,,124736206.4,2231.1,,124744661.6,2302.6
hardware/cnf_cpipe_prop_15_25783_2.cnf_189.85000000.sat,,119702994.5,3568.8,,112743161.0,3592.6,,103016190.3,2628.8,,103342884.9,3077.0
hardware/cnf_cpipe_prop_16_27432_2.cnf_40.15000000.sat,,65756649.5,3591.5,,75034863.1,3531.5,,65089712.4,1313.6,,65797341.3,3191.8
hardware/cnf_cpipe_prop_17_28108_2.cnf_72.55000000.sat,,94324393.2,3589.7,,102548851.8,3529.9,,87203418.8,1267.5,,88201179.7,3316.3
hardware/cnf_cpipe_prop_18_28701_2.cnf_263.71000000.sat,,122668586.0,3592.9,,119429976.0,3593.9,,107218406.3,2694.8,,107695029.8,3330.0
hardware/cnf_cpipe_prop_1_1311_2.cnf_604.73000000.sat,,98881465.2,3586.8,,108444617.5,3527.8,,90031937.8,2572.3,,90232369.0,3325.6
hardware/cnf_cpipe_prop_2_5187_2.cnf_67.86000000.sat,,81773322.7,3594.0,,90502018.7,3529.4,,76085031.4,991.4,,76779319.2,3242.1
hardware/cnf_cpipe_prop_3_6087_2.cnf_512.33000000.sat,,54189316.0,3590.4,,59062377.9,3525.8,,42604872.5,2334.5,,42839983.8,3467.8
hardware/cnf_cpipe_prop_4_8995_2.cnf_377.48000000.sat,,80188939.2,3592.0,,87502699.7,3524.6,,72895174.8,2182.2,,73280337.9,3418.8
hardware/cnf_cpipe_prop_5_12634_2.cnf_428.11000000.sat,,89562562.5,3593.1,,95052665.3,3540.1,,76284903.6,2446.7,,76328459.5,3219.3
hardware/cnf_cpipe_prop_6_14274_2.cnf_315.20000000.sat,,126625209.7,3566.9,,116836468.5,3593.2,,108765185.0,1680.7,,108790576.6,1783.9
hardware/cnf_cpipe_prop_7_16419_2.cnf_111.63000000.sat,,94314752.2,3599.0,,100159746.2,3531.6,,80798378.3,1270.8,,82459723.2,3259.6
hardware/cnf_cpipe_prop_8_18296_2.cnf_47.23000000.sat,,102058066.3,3586.2,,97202488.4,3587.7,,87338293.7,1208.9,,88463373.3,1699.0
hardware/cnf_cpipe_prop_9_19174_2.cnf_130.83000000.sat,,107275599.7,3576.4,,101968623.1,3586.3,,94284199.2,1511.4,,94380104.4,1665.2
hardware/cnf_mo_prop_10_14326_2.cnf_5.95000000.sat,,41492778.4,3561.3,,41014289.9,3381.5,,31496360.4,1149.9,,32376588.5,2694.5
hardware/cnf_mo_prop_11_15981_2.cnf_5.79000000.sat,,41075293.2,3576.7,,40605601.5,3375.6,,31414750.9,1005.9,,32104496.6,2678.8
hardware/cnf_mo_prop_1_790_2.cnf_0.00000000.sat,,1970819.2,3090.9,,1967786.0,2549.0,,1953476.2,1.3,,1105813.7,2057.0
hardware/cnf_mo_prop_2_1768_2.cnf_0.00000000.sat,,1970936.1,3024.3,,1967786.0,2549.6,,1953476.2,1.5,,1105771.9,1903.3
hardware/cnf_mo_prop_3_3311_2.cnf_9.30000000.sat,,41614062.6,3468.9,,41147140.9,3473.7,,31406882.8,1109.3,,32165450.0,2659.0
hardware/cnf_mo_prop_4_5236_2.cnf_43.96000000.sat,,52791406.0,3596.1,,52400768.3,3548.5,,39213198.9,1541.1,,40423330.6,2672.8
hardware/cnf_mo_prop_5_6974_2.cnf_6.11000000.sat,,41115531.6,3439.2,,40661312.3,3411.5,,31129971.7,754.5,,32204376.3,2683.1
hardware/cnf_mo_prop_6_8441_2.cnf_39.93000000.sat,,50162894.2,3597.5,,49656974.6,3545.5,,38435937.6,1573.4,,38820793.6,2651.7
hardware/cnf_mo_prop_7_9141_2.cnf_7.56000000.sat,,42100654.2,3582.5,,41626999.3,3491.1,,31870981.4,1226.2,,32851543.4,2706.5
hardware/cnf_mo_prop_8_12004_2.cnf_0.00000000.sat,,1970978.3,2870.7,,1968485.6,3133.7,,1953128.3,1.4,,1105659.5,2109.9
hardware/cnf_mo_prop_9_12912_2.cnf_0.00000000.sat,,1971182.2,2990.4,,1968485.6,3131.7,,1953128.3,1.4,,1105684.9,2146.4
software/XSEngine,,740307.2,1560.0,,740423.6,1502.1,,675549.7,<1,,706270.6,3423.5
software/aaed2000,,749841.7,1900.7,,749905.1,2588.1,,684192.8,<1,,712673.9,3450.3
software/adder,,750189.7,2086.0,,750270.5,1897.4,,686286.8,<1,,718422.1,3488.9
software/adderII,,752649.3,2486.2,,752877.9,2432.3,,694284.1,<1,,723779.3,3444.3
software/aeb,,703742.7,1840.0,,703687.7,1669.4,,634734.2,<1,,669612.2,3480.8
software/aim711,,740503.8,2248.3,,740628.8,2086.0,,676325.0,<1,,707315.2,3489.1
software/aki3068net,,708472.4,2791.0,,708562.2,2282.1,,651365.5,<1,,678863.6,3421.1
software/am31_sim,,680966.3,2147.2,,681068.6,2366.5,,629363.9,<1,,654647.8,3413.8
software/asb,,718466.2,2403.0,,718541.8,2062.1,,658868.4,<1,,688247.5,3421.9
software/asb2305,,719689.3,2227.1,,719752.6,1941.2,,668092.7,<1,,692759.1,3490.6
software/assabet,,728316.8,1785.6,,728409.2,1347.3,,658903.2,<1,,696325.0,3400.6
software/at91sam7sek,,740575.0,1991.9,,740641.5,2184.4,,672347.2,<1,,706189.5,3458.9
software/at91sam7xek,,760660.2,2034.5,,760821.8,2461.4,,687842.0,<1,,724885.8,3469.0
software/atlas_mips32_4kc,,713345.2,2256.9,,713421.5,1897.6,,653270.5,<1,,683939.8,3433.7
software/atlas_mips64_5kc,,708984.0,2400.1,,709124.4,2549.9,,646614.8,<1,,678555.1,3406.8
software/axtls,,51058.4,1743.4,,51049.1,1514.7,,49440.8,<1,,51018.3,2640.0
software/brutus,,708593.6,2148.9,,708636.7,1705.4,,645824.7,<1,,679194.3,3312.5
software/buildroot,,346672.2,1631.1,,347809.6,1722.2,,345482.5,<1,,347052.2,912.3
software/busybox_1_28_0,,610149.4,2833.7,,610674.1,1153.5,,607254.9,<1,,608284.0,1791.3
software/calm16_ceb,,684172.3,2147.8,,684235.7,1509.4,,631948.1,<1,,656273.0,3423.1
software/calm32_ceb,,684118.0,2225.4,,684288.8,1951.3,,623817.6,<1,,655851.9,3467.3
software/ceb_v850,,696419.6,2125.7,,696521.2,1955.5,,642294.8,<1,,668347.5,3477.1
software/cerf,,742549.7,2536.9,,742664.3,2389.7,,670581.3,<1,,708417.1,3430.1
software/cerfpda,,751952.3,2443.9,,752042.6,2422.8,,685641.8,<1,,719772.3,3380.3
software/cma230,,704890.6,2381.9,,704888.8,1770.3,,640973.5,<1,,673821.5,3491.0
software/cma28x,,704580.7,2444.5,,704654.3,1537.0,,644250.8,<1,,675552.5,3435.2
software/cme555,,742134.2,1658.0,,742236.8,1355.1,,680760.7,<1,,713221.6,3416.8
software/cq7708,,716527.3,2335.6,,716540.8,2452.3,,661477.5,<1,,685525.6,3309.4
software/cq7750,,729040.0,2049.7,,729175.5,2640.9,,666170.4,<1,,698981.8,3310.4
software/csb281,,731177.1,2339.6,,731405.6,2494.2,,669800.0,<1,,700841.8,3401.7
software/dreamcast,,726529.2,1934.0,,726702.7,1840.6,,670783.8,<1,,697886.2,3417.4
software/e7t,,742173.3,2500.3,,742312.4,2241.8,,670269.2,<1,,706168.8,3414.1
software/ea2468,,770836.9,1994.7,,771018.5,2383.6,,705136.3,<1,,733981.4,3327.8
software/eb40,,719637.4,1895.9,,719786.5,2283.7,,648449.5,<1,,687444.8,3339.8
software/eb40a,,720363.8,2091.3,,720416.0,1830.0,,654495.4,<1,,688740.4,3488.1
software/eb42,,716808.0,1969.1,,716978.9,2660.1,,646973.9,<1,,684617.3,3461.4
software/eb55,,734030.3,1865.2,,734122.2,1843.5,,667623.5,<1,,701216.0,3391.1
software/ebsa285,,736147.9,2092.3,,736422.2,2617.8,,662195.3,<1,,701597.3,3445.8
software/ec555,,742909.6,1994.1,,742891.0,1289.0,,679031.5,<1,,711487.8,3480.4
software/ecos-icse11,,732803.6,2276.5,,732944.7,2235.0,,676004.4,<1,,704946.8,3371.8
software/edb7xxx,,725909.1,2263.4,,726105.0,1985.9,,660920.2,<1,,694659.0,3454.7
software/edosk2674,,701234.6,2401.9,,701335.8,1972.5,,649001.7,<1,,673983.5,3483.7
software/embtoolkit,,1062014.0,2727.0,,1062023.2,2919.7,,1013999.4,<1,,1043862.2,3209.1
software/excalibur_arm9,,713704.8,2063.1,,713742.9,1677.5,,649556.0,<1,,678889.5,3448.0
software/fads,,694060.8,1995.1,,694024.7,2008.6,,638198.4,<1,,666049.8,3348.9
software/financial,,103351.3,1245.1,,103141.7,2029.2,,82925.6,<1,,102971.9,3463.4
software/flexanet,,741642.6,2704.3,,741679.6,2155.8,,671269.0,<1,,706872.8,3463.0
software/freebsd-icse11,,822943.2,2724.9,,824134.9,2145.5,,791022.0,<1,,798482.8,3145.0
software/frv400,,729408.7,2095.7,,729550.3,1991.8,,673214.0,<1,,695736.8,3388.9
software/gps4020,,703880.4,2327.6,,703948.6,1798.6,,638730.3,<1,,673626.9,3469.9
software/grg,,725940.8,1951.4,,726049.8,2014.7,,661215.5,<1,,692817.3,3488.8
software/h8300h_sim,,687125.8,1618.3,,687223.0,1919.0,,632658.5,<1,,660636.3,3353.3
software/h8max,,705380.7,2034.8,,705471.4,2463.5,,646033.8,<1,,675799.2,3452.1
software/h8s_sim,,687740.1,2004.5,,687931.2,2087.4,,633713.3,<1,,660141.6,3513.2
software/hs7729pci,,756774.6,2790.9,,756750.9,1980.9,,696553.9,<1,,719308.9,3450.0
software/innovator,,734835.9,2125.4,,734827.6,1826.8,,668169.1,<1,,695534.5,3502.0
software/integrator_arm7,,737226.1,1915.2,,737334.9,1951.8,,671546.1,<1,,704996.8,3457.7
software/integrator_arm9,,739403.4,2228.7,,739576.1,2196.4,,670143.0,<1,,697221.0,3377.2
software/ipaq,,722735.7,2282.6,,722764.5,2230.1,,653664.1,<1,,691297.0,3332.2
software/iq80310,,737748.6,1677.0,,737890.3,2068.3,,671653.5,<1,,706039.7,3397.9
software/iq80321,,736560.4,1721.1,,736743.4,1878.4,,669793.2,<1,,703948.6,3451.5
software/ixdp425,,729346.4,2354.8,,729537.8,2226.6,,661728.1,<1,,697676.1,3512.2
software/jmr3904,,698563.8,2079.4,,698577.4,1804.0,,630747.0,<1,,666054.1,3421.8
software/jtst,,720267.8,1477.9,,720413.4,1187.7,,656017.9,<1,,688911.2,3367.8
software/linux,,708523.8,2116.9,,708703.4,2206.7,,646129.7,<1,,678542.8,3466.9
software/lpcmt,,726075.3,2600.5,,726090.9,1205.0,,659314.2,<1,,693474.7,3307.4
software/m5272c3,,775412.1,2134.6,,775372.0,1628.3,,714422.3,<1,,740222.2,3336.6
software/mac7100evb,,717502.4,2065.8,,717619.2,1681.7,,654778.2,<1,,687197.8,3424.2
software/mace1,,717457.7,2264.2,,717649.7,2226.2,,652422.4,<1,,686474.8,3255.9
software/malta_mips32_4kc,,723342.9,2065.2,,723345.6,1796.8,,665818.5,<1,,694099.7,3402.6
software/malta_mips64_5kc,,723318.2,2912.7,,723296.8,1513.4,,661419.0,<1,,691389.5,3505.7
software/mb93091,,734057.0,1755.5,,734239.9,1736.7,,673620.2,<1,,696523.8,3364.0
software/mb93093,,724426.4,2045.2,,724583.6,1708.7,,668513.4,<1,,691786.2,3483.0
software/mbx,,765603.4,2162.7,,765668.0,2430.7,,698556.3,<1,,733237.2,3384.0
software/mcb2100,,726026.7,2299.2,,726045.5,1316.9,,660546.5,<1,,695194.3,3435.5
software/moab,,752211.0,1895.7,,752296.1,1265.6,,681448.9,<1,,717997.9,3530.6
software/mpc50,,704278.7,1949.9,,704456.5,1960.3,,643520.2,<1,,675240.3,3399.3
software/nano,,746257.7,2074.4,,746369.0,2705.1,,671765.2,<1,,712502.8,3448.9
software/npwr,,737363.7,2432.8,,737481.8,2802.6,,672554.0,<1,,705010.2,3348.3
software/ocelot,,740620.8,1616.2,,740681.6,2028.4,,675697.2,<1,,704934.2,3429.1
software/olpce2294,,747371.4,2216.0,,747512.5,1544.4,,671234.8,<1,,711937.2,3393.4
software/olpch2294,,733143.4,1698.8,,733266.4,2237.7,,662277.2,<1,,702432.8,3446.5
software/olpcl2294,,746804.3,2866.9,,746949.7,2292.4,,672359.1,<1,,711785.8,3455.0
software/p2106,,726010.2,1958.5,,726087.9,2121.8,,663207.2,<1,,696488.7,3461.7
software/pati,,730900.4,1482.8,,730999.4,1720.8,,673102.8,<1,,701071.8,3485.3
software/pc_i82544,,740278.1,2250.0,,740379.9,2554.1,,674226.0,<1,,707387.9,3351.5
software/pc_i82559,,740330.3,2505.7,,740450.0,1883.3,,684683.7,<1,,711162.2,3459.9
software/pc_rltk8139,,745100.8,2314.8,,745258.0,2243.4,,678865.8,<1,,712130.2,3442.4
software/pc_usb_d12,,747288.1,2126.6,,747313.9,1642.0,,683769.3,<1,,716120.2,3489.2
software/pc_vmWare,,737707.6,1989.4,,737921.0,2442.2,,670950.3,<1,,706248.4,3407.3
software/phycore,,740886.1,1986.0,,740962.0,1713.3,,671336.4,<1,,708146.6,3400.0
software/phycore229x,,772089.0,2825.6,,772140.8,2173.4,,703085.2,<1,,736303.6,3473.5
software/picasso,,725176.4,2060.2,,725405.1,1925.0,,666480.7,<1,,695483.3,3526.1
software/pid,,712976.2,2403.6,,713107.0,1785.6,,653260.6,<1,,683817.5,3442.9
software/prpmc1100,,709838.4,1632.6,,710082.5,2407.9,,648384.5,<1,,680147.8,3382.6
software/psim,,690987.7,2059.3,,690949.2,1233.4,,635590.8,<1,,663845.8,3511.2
software/rattler,,782572.8,2093.8,,782727.4,2390.4,,720294.2,<1,,750072.2,3343.2
software/ref4955,,710055.6,2488.1,,710078.4,2356.9,,650626.8,<1,,681026.9,3459.7
software/refidt334,,750061.8,2013.0,,750206.9,2087.4,,679444.8,<1,,713401.2,3409.5
software/sa1100mm,,709857.7,2823.1,,709997.4,1787.4,,651199.0,<1,,680316.2,3330.2
software/sam7ex256,,760621.1,2308.6,,760747.2,2353.5,,692813.2,<1,,727835.5,3402.3
software/se7751,,751864.0,2578.0,,752021.5,2289.1,,691245.7,<1,,722040.8,3333.3
software/sh4_202_md,,735288.7,2543.8,,735469.2,1769.1,,672272.1,<1,,704804.2,3470.3
software/sh7708,,722865.1,1889.2,,723015.7,1675.9,,661404.2,<1,,688663.6,3349.6
software/skmb91302,,712205.2,2076.9,,712299.0,1993.7,,650728.5,<1,,680200.9,3457.0
software/sleb,,695845.9,2009.2,,696039.1,2334.1,,642513.1,<1,,670171.6,3427.6
software/smdk2410,,733755.6,2248.6,,733763.9,2243.9,,669551.2,<1,,700373.1,3343.4
software/snds,,710349.6,2133.4,,710533.4,1820.7,,644199.5,<1,,678823.2,3465.8
software/sparc_erc32,,683491.2,1888.9,,683557.4,1729.6,,628392.8,<1,,657020.7,3464.6
software/sparc_leon,,683483.2,1900.7,,683504.2,1957.1,,627196.5,<1,,656655.1,3421.7
software/sparclite_sim,,683394.3,2608.6,,683466.9,1335.8,,629908.4,<1,,657739.7,3398.0
software/stb,,731889.6,2388.0,,732071.3,1967.1,,667731.8,<1,,701048.6,3396.3
software/stdeval1,,695113.7,2419.2,,695230.8,2370.3,,635273.0,<1,,665798.1,3421.2
software/stm3210e_eval,,743382.6,2347.6,,743547.8,1584.5,,683063.8,<1,,713683.3,3392.1
software/toybox,,109360.3,1901.9,,109361.8,1728.1,,109279.6,<1,,109324.0,1897.4
software/ts1000,,768112.9,1980.5,,768167.6,1707.0,,702400.5,<1,,735574.0,3408.0
software/ts6,,733424.4,2056.5,,733544.4,1432.9,,666750.4,<1,,701547.3,3468.8
software/tx39_sim,,686527.1,1908.3,,686634.8,1561.5,,629650.3,<1,,658556.6,3494.7
software/uClinux,,378750.0,<1,,378750.0,<1,,378750.0,<1,,378750.0,<1
software/uClinux-config,,3246932.4,2645.2,,3246872.5,2395.9,,3110401.5,9.3,,3138134.8,1418.8
software/uE250,,725838.6,2422.6,,726042.4,2043.0,,665172.9,<1,,694053.5,3511.8
software/vads,,733482.9,2577.8,,733521.6,1362.0,,672844.8,<1,,701309.5,3455.4
software/viper,,768934.0,2770.8,,769170.4,1690.6,,701177.5,<1,,732756.1,3315.1
software/vrc4373,,727237.1,2391.9,,727246.5,1835.1,,670893.2,<1,,697884.8,3461.7
software/vrc4375,,740767.7,2460.8,,740890.7,1820.5,,674770.5,<1,,709932.5,3410.5
