Instance,,SATDiv-CaDiCaL,,,SATDiv-Maple,,,DiversekSet,
software/hs7729pci,,720988.1,<1,,729054.0,<1,,696553.9,<1
software/innovator,,701485.6,<1,,708354.2,<1,,668169.1,<1
software/integrator_arm7,,701530.8,<1,,716758.7,<1,,671546.1,<1
software/integrator_arm9,,705741.8,<1,,714211.0,<1,,670143.0,<1
software/ipaq,,689918.2,<1,,700337.6,<1,,653664.1,<1
software/iq80310,,710301.3,<1,,714362.9,<1,,671653.5,<1
software/iq80321,,704263.9,<1,,713333.0,<1,,669793.2,<1
software/ixdp425,,698908.1,<1,,702259.5,<1,,661728.1,<1
software/jmr3904,,671095.4,<1,,675037.4,<1,,630747.0,<1
software/jtst,,692453.0,<1,,695998.8,<1,,656017.9,<1
software/linux,,677549.8,<1,,683069.9,<1,,646129.7,<1
software/lpcmt,,696823.6,<1,,700350.1,<1,,659314.2,<1
software/m5272c3,,745855.7,<1,,743969.5,<1,,714422.3,<1
software/mac7100evb,,688185.3,<1,,695275.1,<1,,654778.2,<1
software/mace1,,690897.7,<1,,695934.0,<1,,652422.4,<1
software/malta_mips32_4kc,,691128.8,<1,,697815.8,<1,,665818.5,<1
software/malta_mips64_5kc,,693841.4,<1,,697121.7,<1,,661419.0,<1
software/mb93091,,704817.8,<1,,709607.0,<1,,673620.2,<1
software/mb93093,,695579.2,<1,,701918.6,<1,,668513.4,<1
software/mbx,,730657.4,<1,,740051.8,<1,,698556.3,<1
software/mcb2100,,700725.3,<1,,704680.2,<1,,660546.5,<1
software/moab,,714791.9,<1,,724169.0,<1,,681448.9,<1
software/mpc50,,678338.8,<1,,683565.4,<1,,643520.2,<1
software/nano,,709846.8,<1,,724454.7,<1,,671765.2,<1
software/npwr,,706476.6,<1,,711490.6,<1,,672554.0,<1
software/ocelot,,709616.7,<1,,717431.5,<1,,675697.2,<1
software/olpce2294,,715380.7,<1,,720184.5,<1,,671234.8,<1
software/olpch2294,,701116.1,<1,,707457.1,<1,,662277.2,<1
software/olpcl2294,,714335.7,<1,,715379.0,<1,,672359.1,<1
software/p2106,,698100.6,<1,,703869.0,<1,,663207.2,<1
software/pati,,701691.0,<1,,708694.1,<1,,673102.8,<1
software/pc_i82544,,708752.1,<1,,718168.0,<1,,674226.0,<1
software/pc_i82559,,706148.9,<1,,715912.9,<1,,684683.7,<1
software/pc_rltk8139,,716783.8,<1,,719504.2,<1,,678865.8,<1
software/pc_usb_d12,,715733.8,<1,,724299.3,<1,,683769.3,<1
software/pc_vmWare,,702684.4,<1,,713646.0,<1,,670950.3,<1
software/phycore,,706685.1,<1,,713766.6,<1,,671336.4,<1
software/phycore229x,,730221.1,<1,,742318.5,<1,,703085.2,<1
software/picasso,,691492.9,<1,,701830.1,<1,,666480.7,<1
software/pid,,682658.2,<1,,687567.2,<1,,653260.6,<1
software/prpmc1100,,682890.1,<1,,688956.1,<1,,648384.5,<1
software/psim,,667338.4,<1,,669640.5,<1,,635590.8,<1
software/rattler,,748529.6,<1,,753269.5,<1,,720294.2,<1
software/ref4955,,681477.2,<1,,691391.6,<1,,650626.8,<1
software/refidt334,,712526.2,<1,,725909.8,<1,,679444.8,<1
software/sa1100mm,,684067.9,<1,,688038.7,<1,,651199.0,<1
software/sam7ex256,,726949.1,<1,,733136.1,<1,,692813.2,<1
software/se7751,,715448.9,<1,,726550.1,<1,,691245.7,<1
software/sh4_202_md,,706611.7,<1,,708863.0,<1,,672272.1,<1
software/sh7708,,691895.2,<1,,701128.4,<1,,661404.2,<1
software/skmb91302,,681914.6,<1,,689195.3,<1,,650728.5,<1
software/sleb,,666737.7,<1,,677632.7,<1,,642513.1,<1
software/smdk2410,,702765.0,<1,,712008.8,<1,,669551.2,<1
software/snds,,680042.8,<1,,686029.0,<1,,644199.5,<1
software/sparc_erc32,,656844.4,<1,,666080.0,<1,,628392.8,<1
software/sparc_leon,,660022.4,<1,,661074.3,<1,,627196.5,<1
software/sparclite_sim,,660186.4,<1,,663048.3,<1,,629908.4,<1
software/stb,,699198.6,<1,,704430.7,<1,,667731.8,<1
software/stdeval1,,666338.0,<1,,673704.9,<1,,635273.0,<1
software/stm3210e_eval,,717055.3,<1,,721409.0,<1,,683063.8,<1
software/toybox,,109323.7,<1,,109336.8,<1,,109279.6,<1
software/ts1000,,738672.3,<1,,738741.5,<1,,702400.5,<1
software/ts6,,701509.1,<1,,705510.5,<1,,666750.4,<1
software/tx39_sim,,662648.4,<1,,667190.4,<1,,629650.3,<1
software/uClinux,,378750.0,<1,,378750.0,<1,,378750.0,<1
software/uClinux-config,,3231263.2,8.3,,3238976.8,8.7,,3110401.5,9.3
software/uE250,,693120.9,<1,,702481.0,<1,,665172.9,<1
software/vads,,697325.4,<1,,710159.9,<1,,672844.8,<1
software/viper,,730221.6,<1,,740816.4,<1,,701177.5,<1
software/vrc4373,,699402.8,<1,,707051.1,<1,,670893.2,<1
software/vrc4375,,712814.2,<1,,716604.2,<1,,674770.5,<1
