Instance,SATDiv-Maple-alt,SATDiv-CaDiCaL-alt
hardware/cnf_cbpmas_prop_8_15004_2.cnf_8.69000000.sat,92799184.4,95628901.1
hardware/cnf_cbpmas_prop_9_15343_2.cnf_12.07000000.sat,93140795.8,95722285.7
hardware/cnf_cpipe_prop_10_20413_2.cnf_16.84000000.sat,297099383.0,274451593.2
hardware/cnf_cpipe_prop_11_21051_2.cnf_29.93000000.sat,318243293.3,296567281.7
hardware/cnf_cpipe_prop_12_21804_2.cnf_68.17000000.sat,336942474.2,313915399.4
hardware/cnf_cpipe_prop_13_23041_2.cnf_42.17000000.sat,336471315.1,291544757.7
hardware/cnf_cpipe_prop_14_23811_2.cnf_292.62000000.sat,28268417.5,567052256.5
hardware/cnf_cpipe_prop_15_25783_2.cnf_189.85000000.sat,227811097.3,469062899.4
hardware/cnf_cpipe_prop_16_27432_2.cnf_40.15000000.sat,294099663.6,257562235.6
hardware/cnf_cpipe_prop_17_28108_2.cnf_72.55000000.sat,401498594.1,367252748.0
hardware/cnf_cpipe_prop_18_28701_2.cnf_263.71000000.sat,252545705.9,478988273.6
hardware/cnf_cpipe_prop_1_1311_2.cnf_604.73000000.sat,431964504.2,382143821.4
hardware/cnf_cpipe_prop_2_5187_2.cnf_67.86000000.sat,355838442.1,320285972.9
hardware/cnf_cpipe_prop_3_6087_2.cnf_512.33000000.sat,232515388.7,216131781.4
hardware/cnf_cpipe_prop_4_8995_2.cnf_377.48000000.sat,345435255.4,308885152.0
hardware/cnf_cpipe_prop_5_12634_2.cnf_428.11000000.sat,377910287.9,350093216.8
hardware/cnf_cpipe_prop_6_14274_2.cnf_315.20000000.sat,10394345.8,500823615.9
hardware/cnf_cpipe_prop_7_16419_2.cnf_111.63000000.sat,396319822.6,372384898.5
hardware/cnf_cpipe_prop_8_18296_2.cnf_47.23000000.sat,76115084.3,401066054.1
hardware/cnf_cpipe_prop_9_19174_2.cnf_130.83000000.sat,38940093.5,415216840.7
hardware/cnf_mo_prop_10_14326_2.cnf_5.95000000.sat,159261209.7,161558814.0
hardware/cnf_mo_prop_11_15981_2.cnf_5.79000000.sat,156798249.9,160296678.7
hardware/cnf_mo_prop_1_790_2.cnf_0.00000000.sat,7725405.4,7772731.4
hardware/cnf_mo_prop_2_1768_2.cnf_0.00000000.sat,7725405.4,7772731.4
hardware/cnf_mo_prop_3_3311_2.cnf_9.30000000.sat,159970010.6,162143090.3
hardware/cnf_mo_prop_4_5236_2.cnf_43.96000000.sat,197432916.1,203867816.4
hardware/cnf_mo_prop_5_6974_2.cnf_6.11000000.sat,157041116.0,160210016.8
hardware/cnf_mo_prop_6_8441_2.cnf_39.93000000.sat,191058728.2,194922253.1
hardware/cnf_mo_prop_7_9141_2.cnf_7.56000000.sat,161885457.1,164373632.6
hardware/cnf_mo_prop_8_12004_2.cnf_0.00000000.sat,7724630.4,7775165.3
hardware/cnf_mo_prop_9_12912_2.cnf_0.00000000.sat,7724630.4,7775165.3
software/XSEngine,2808765.0,2825223.7
software/aaed2000,2833862.7,2833183.7
software/adder,2798469.2,2828358.0
software/adderII,2843367.2,2848210.3
software/aeb,2670317.6,2660383.7
software/aim711,2790633.5,2823149.7
software/aki3068net,2696455.2,2709591.3
software/am31_sim,2591073.1,2609412.0
software/asb,2731121.5,2681443.3
software/asb2305,2727184.1,2734312.3
software/assabet,2785781.9,2752141.0
software/at91sam7sek,2800330.2,2821263.3
software/at91sam7xek,2858447.1,2861584.7
software/atlas_mips32_4kc,2700061.2,2691989.7
software/atlas_mips64_5kc,2680449.9,2675387.0
software/axtls,199515.2,200497.0
software/brutus,2674177.5,2708799.0
software/buildroot,1379162.3,1368019.7
software/busybox_1_28_0,2423349.6,2407413.3
software/calm16_ceb,2595069.2,2607521.3
software/calm32_ceb,2621090.0,2611819.7
software/ceb_v850,2638830.7,2638336.7
software/cerf,2814303.3,2812800.3
software/cerfpda,2845656.8,2834582.7
software/cma230,2675335.4,2677045.7
software/cma28x,2695525.8,2683159.3
software/cme555,2810483.9,2820488.3
software/cq7708,2712732.0,2720998.3
software/cq7750,2759504.9,2748113.7
software/csb281,2750112.4,2777334.3
software/dreamcast,2746047.5,2736208.3
software/e7t,2790721.1,2802115.0
software/ea2468,2918687.1,2936005.7
software/eb40,2733019.0,2758881.3
software/eb40a,2730495.3,2740321.7
software/eb42,2700076.9,2716162.3
software/eb55,2804983.5,2770327.7
software/ebsa285,2783293.2,2792072.7
software/ec555,2812780.4,2799194.3
software/ecos-icse11,2778164.5,2785205.0
software/edb7xxx,2763339.2,2736186.7
software/edosk2674,2672398.9,2659932.7
software/embtoolkit,4090015.5,4111487.7
software/excalibur_arm9,2707553.2,2704000.7
software/fads,2635537.0,2643979.3
software/financial,386181.9,390949.3
software/flexanet,2827303.8,2814239.3
software/freebsd-icse11,3172698.6,3226735.7
software/frv400,2756129.4,2799054.3
software/gps4020,2672330.7,2664872.7
software/grg,2773551.7,2768775.0
software/h8300h_sim,2647872.3,2616896.3
software/h8max,2670533.4,2662904.0
software/h8s_sim,2632439.2,2627504.0
software/hs7729pci,2852002.1,2876329.3
software/innovator,2776581.2,2790476.0
software/integrator_arm7,2803621.6,2792451.0
software/integrator_arm9,2796732.8,2803562.0
software/ipaq,2756111.3,2725989.7
software/iq80310,2792713.1,2810374.0
software/iq80321,2804172.0,2801431.0
software/ixdp425,2777913.6,2775049.3
software/jmr3904,2659501.6,2671342.7
software/jtst,2736188.6,2732120.7
software/linux,2678957.8,2678121.0
software/lpcmt,2743610.4,2749313.3
software/m5272c3,2909770.3,2940086.0
software/mac7100evb,2725993.6,2722102.7
software/mace1,2738930.1,2738273.7
software/malta_mips32_4kc,2744924.7,2740028.0
software/malta_mips64_5kc,2731167.6,2746760.3
software/mb93091,2769644.2,2782027.0
software/mb93093,2751382.3,2757267.7
software/mbx,2887235.9,2890233.7
software/mcb2100,2764791.3,2750138.7
software/moab,2848718.7,2826419.0
software/mpc50,2691100.3,2654653.0
software/nano,2838412.9,2832245.0
software/npwr,2792360.6,2795888.3
software/ocelot,2801538.3,2832322.3
software/olpce2294,2823819.0,2851265.3
software/olpch2294,2765899.5,2772345.0
software/olpcl2294,2797439.0,2785480.3
software/p2106,2743237.0,2776205.3
software/pati,2773501.7,2782178.7
software/pc_i82544,2793188.1,2799397.0
software/pc_i82559,2797715.8,2794952.0
software/pc_rltk8139,2803781.6,2805617.0
software/pc_usb_d12,2840830.3,2837052.7
software/pc_vmWare,2809253.4,2801521.7
software/phycore,2812673.8,2806473.7
software/phycore229x,2912923.1,2933101.0
software/picasso,2745336.9,2749532.0
software/pid,2695036.3,2730632.3
software/prpmc1100,2692313.7,2710118.7
software/psim,2614898.0,2644944.7
software/rattler,2938876.9,2972104.3
software/ref4955,2713590.3,2694047.3
software/refidt334,2827436.0,2866509.0
software/sa1100mm,2701643.0,2671701.0
software/sam7ex256,2883377.9,2910718.0
software/se7751,2843411.8,2852301.3
software/sh4_202_md,2792161.3,2789956.0
software/sh7708,2740754.9,2746380.0
software/skmb91302,2677979.6,2715785.0
software/sleb,2663213.3,2653374.7
software/smdk2410,2796518.5,2761696.0
software/snds,2681302.0,2692562.3
software/sparc_erc32,2613003.5,2627056.3
software/sparc_leon,2608073.0,2613839.0
software/sparclite_sim,2615271.1,2603900.7
software/stb,2786311.8,2783692.0
software/stdeval1,2638812.9,2641659.0
software/stm3210e_eval,2843618.5,2814384.3
software/toybox,436459.2,436687.7
software/ts1000,2888154.9,2906658.0
software/ts6,2760321.1,2787937.0
software/tx39_sim,2617974.2,2615250.0
software/uClinux,1515000.0,1515000.0
software/uClinux-config,12734241.3,12818657.0
software/uE250,2740279.6,2753474.3
software/vads,2783415.4,2778080.7
software/viper,2900817.0,2930998.3
software/vrc4373,2753866.9,2771060.3
software/vrc4375,2801852.1,2824635.3
