Instance,SATDiv-Maple-alt,SATDiv-CaDiCaL-alt
hardware/cnf_cpipe_prop_17_28108_2.cnf_72.55000000.sat,3698830.7,3524976.2
hardware/cnf_cpipe_prop_18_28701_2.cnf_263.71000000.sat,4343171.4,4525030.2
hardware/cnf_cpipe_prop_1_1311_2.cnf_604.73000000.sat,4107791.9,3867270.4
hardware/cnf_cpipe_prop_2_5187_2.cnf_67.86000000.sat,3168457.7,3056217.0
hardware/cnf_cpipe_prop_3_6087_2.cnf_512.33000000.sat,2227852.3,2140633.4
hardware/cnf_cpipe_prop_4_8995_2.cnf_377.48000000.sat,3153526.0,2982622.8
hardware/cnf_cpipe_prop_5_12634_2.cnf_428.11000000.sat,3544630.0,3369970.8
hardware/cnf_cpipe_prop_6_14274_2.cnf_315.20000000.sat,4928411.3,4708487.8
hardware/cnf_cpipe_prop_7_16419_2.cnf_111.63000000.sat,3698257.5,3663270.4
hardware/cnf_cpipe_prop_8_18296_2.cnf_47.23000000.sat,3840326.1,3765919.6
hardware/cnf_cpipe_prop_9_19174_2.cnf_130.83000000.sat,4100887.0,3885139.8
hardware/cnf_mo_prop_10_14326_2.cnf_5.95000000.sat,1483511.3,1525678.1
hardware/cnf_mo_prop_11_15981_2.cnf_5.79000000.sat,1481862.5,1513025.3
hardware/cnf_mo_prop_1_790_2.cnf_0.00000000.sat,74998.5,75446.4
hardware/cnf_mo_prop_2_1768_2.cnf_0.00000000.sat,74998.5,75446.4
hardware/cnf_mo_prop_3_3311_2.cnf_9.30000000.sat,1504666.8,1528188.4
hardware/cnf_mo_prop_4_5236_2.cnf_43.96000000.sat,1836000.3,1895725.7
hardware/cnf_mo_prop_5_6974_2.cnf_6.11000000.sat,1472061.9,1511140.3
hardware/cnf_mo_prop_6_8441_2.cnf_39.93000000.sat,1791285.4,1827796.0
hardware/cnf_mo_prop_7_9141_2.cnf_7.56000000.sat,1519052.0,1538970.8
hardware/cnf_mo_prop_8_12004_2.cnf_0.00000000.sat,74955.4,75492.7
hardware/cnf_mo_prop_9_12912_2.cnf_0.00000000.sat,74955.4,75492.7
software/XSEngine,27027.6,25943.7
software/aaed2000,27743.8,26299.6
software/adder,27367.2,25890.0
software/adderII,27827.9,25838.1
software/aeb,25999.0,24223.1
software/aim711,27202.1,25569.9
software/aki3068net,25927.5,24452.4
software/am31_sim,24940.3,24444.3
software/asb,26395.6,24837.7
software/asb2305,26228.1,25224.7
software/assabet,26661.0,25896.7
software/at91sam7sek,27255.6,25733.2
software/at91sam7xek,27602.9,26588.2
software/atlas_mips32_4kc,26126.6,25234.6
software/atlas_mips64_5kc,26082.1,24894.8
software/axtls,1882.2,1910.8
software/brutus,26314.8,25163.2
software/buildroot,13718.9,13581.2
software/busybox_1_28_0,23947.5,23833.6
software/calm16_ceb,24891.1,24321.6
software/calm32_ceb,25092.0,24249.2
software/ceb_v850,25598.5,24200.0
software/cerf,27059.8,26297.8
software/cerfpda,27646.8,26320.3
software/cma230,25587.8,25030.6
software/cma28x,26029.2,24316.1
software/cme555,27119.9,25925.1
software/cq7708,26679.5,25345.7
software/cq7750,26714.2,25136.4
software/csb281,26667.5,25183.3
software/dreamcast,26765.4,25286.8
software/e7t,27237.5,25629.8
software/ea2468,28080.6,26751.7
software/eb40,26370.9,25345.7
software/eb40a,26334.2,25459.4
software/eb42,26525.1,25308.6
software/eb55,26771.9,25369.7
software/ebsa285,27286.0,25513.3
software/ec555,27345.4,25735.3
software/ecos-icse11,26587.6,26032.8
software/edb7xxx,26684.2,25501.7
software/edosk2674,25901.1,24142.4
software/embtoolkit,40275.1,39686.3
software/excalibur_arm9,25892.7,25047.8
software/fads,25422.1,24670.3
software/financial,3311.0,3356.7
software/flexanet,27193.7,25786.6
software/freebsd-icse11,31394.8,31452.7
software/frv400,26648.0,25374.2
software/gps4020,25968.5,24940.4
software/grg,26612.7,25538.3
software/h8300h_sim,25620.5,23877.6
software/h8max,25769.0,24842.9
software/h8s_sim,25058.0,24351.4
software/hs7729pci,27666.7,26274.4
software/innovator,26778.2,25144.1
software/integrator_arm7,27148.1,25188.0
software/integrator_arm9,26641.8,25884.7
software/ipaq,26450.7,24716.7
software/iq80310,26936.5,25684.3
software/iq80321,26935.4,25936.6
software/ixdp425,26625.1,25136.6
software/jmr3904,25616.7,24053.8
software/jtst,26583.0,25588.9
software/linux,25950.1,24459.1
software/lpcmt,26977.2,25194.2
software/m5272c3,28633.3,27138.2
software/mac7100evb,26364.1,24482.3
software/mace1,26502.0,25237.3
software/malta_mips32_4kc,26700.0,25302.8
software/malta_mips64_5kc,26678.1,25410.2
software/mb93091,26978.6,25630.6
software/mb93093,26643.1,25932.4
software/mbx,27879.3,26622.2
software/mcb2100,26847.2,25350.6
software/moab,27769.6,26024.4
software/mpc50,25932.2,24810.2
software/nano,27380.9,26629.0
software/npwr,27331.8,25939.3
software/ocelot,27005.4,25881.3
software/olpce2294,27200.7,26251.0
software/olpch2294,27111.1,25540.6
software/olpcl2294,27279.3,25728.9
software/p2106,27005.2,25492.6
software/pati,27227.8,25335.8
software/pc_i82544,26967.0,25781.9
software/pc_i82559,27071.9,25935.8
software/pc_rltk8139,27590.0,26089.7
software/pc_usb_d12,28045.2,26689.3
software/pc_vmWare,26994.8,25562.8
software/phycore,27094.0,26619.9
software/phycore229x,28234.6,26920.1
software/picasso,25828.7,25643.1
software/pid,26024.3,25500.1
software/prpmc1100,26146.0,24867.6
software/psim,25446.0,24358.0
software/rattler,28399.9,27359.2
software/ref4955,26482.7,24541.1
software/refidt334,27544.7,25752.1
software/sa1100mm,25972.1,25041.8
software/sam7ex256,28156.7,27002.4
software/se7751,28114.6,25789.2
software/sh4_202_md,27030.1,25733.2
software/sh7708,26682.6,24979.3
software/skmb91302,26096.1,24844.7
software/sleb,25849.0,24553.4
software/smdk2410,27022.0,25264.2
software/snds,26328.2,24538.3
software/sparc_erc32,24903.6,23900.2
software/sparc_leon,25400.0,23722.7
software/sparclite_sim,25005.6,23704.2
software/stb,26704.6,26081.4
software/stdeval1,25739.6,24400.2
software/stm3210e_eval,27353.8,26212.4
software/toybox,4195.8,4230.3
software/ts1000,28951.2,26673.2
software/ts6,26407.6,25987.6
software/tx39_sim,25275.1,24260.9
software/uClinux,15150.0,15150.0
software/uClinux-config,119581.0,120943.2
software/uE250,26731.0,25594.3
software/vads,26779.8,25732.3
software/viper,28300.7,27394.1
software/vrc4373,27178.1,26034.0
software/vrc4375,27114.8,26446.6
