Instance,SATDiv
hardware/cnf_cbpmas_prop_10_16008_2.cnf_9.58000000.sat,98421288.9
hardware/cnf_cbpmas_prop_11_16336_2.cnf_8.83000000.sat,98052049.0
hardware/cnf_cbpmas_prop_12_16652_2.cnf_8.53000000.sat,98012577.4
hardware/cnf_cbpmas_prop_13_16976_2.cnf_12.90000000.sat,98518331.2
hardware/cnf_cbpmas_prop_14_17461_2.cnf_15.76000000.sat,98510466.2
hardware/cnf_cbpmas_prop_15_17791_2.cnf_8.99000000.sat,98294484.5
hardware/cnf_cbpmas_prop_16_18128_2.cnf_8.98000000.sat,98305551.2
hardware/cnf_cbpmas_prop_17_18428_2.cnf_12.10000000.sat,98212328.2
hardware/cnf_cbpmas_prop_18_18898_2.cnf_13.26000000.sat,98195844.2
hardware/cnf_cbpmas_prop_19_19151_2.cnf_0.00000000.sat,9357628.3
hardware/cnf_cbpmas_prop_1_12761_2.cnf_12.73000000.sat,97336672.1
hardware/cnf_cbpmas_prop_20_19379_2.cnf_9.60000000.sat,95034827.6
hardware/cnf_cbpmas_prop_21_19624_2.cnf_0.01000000.sat,9357486.1
hardware/cnf_cbpmas_prop_22_19855_2.cnf_9.97000000.sat,95045489.8
hardware/cnf_cbpmas_prop_23_20123_2.cnf_0.00000000.sat,9356778.3
hardware/cnf_cbpmas_prop_24_20378_2.cnf_11.87000000.sat,95721449.8
hardware/cnf_cbpmas_prop_25_20875_2.cnf_0.00000000.sat,9356876.7
hardware/cnf_cbpmas_prop_26_21271_2.cnf_12.78000000.sat,95709351.4
hardware/cnf_cbpmas_prop_27_21735_2.cnf_6.82000000.sat,96578015.9
hardware/cnf_cbpmas_prop_28_22074_2.cnf_6.85000000.sat,96567397.4
hardware/cnf_cbpmas_prop_29_22553_2.cnf_13.05000000.sat,96354988.3
hardware/cnf_cbpmas_prop_2_13116_2.cnf_9.98000000.sat,97360630.9
hardware/cnf_cbpmas_prop_30_22919_2.cnf_12.26000000.sat,96344895.0
hardware/cnf_cbpmas_prop_31_23259_2.cnf_8.05000000.sat,97560507.6
hardware/cnf_cbpmas_prop_32_23540_2.cnf_8.67000000.sat,97593676.1
hardware/cnf_cbpmas_prop_33_23781_2.cnf_8.77000000.sat,97511043.5
hardware/cnf_cbpmas_prop_34_24100_2.cnf_7.56000000.sat,97513234.3
hardware/cnf_cbpmas_prop_35_24416_2.cnf_9.77000000.sat,97643294.0
hardware/cnf_cbpmas_prop_36_25058_2.cnf_9.75000000.sat,97629859.9
hardware/cnf_cbpmas_prop_37_25392_2.cnf_0.16000000.sat,37200383.4
hardware/cnf_cbpmas_prop_3_13448_2.cnf_10.10000000.sat,96892533.7
hardware/cnf_cbpmas_prop_4_13712_2.cnf_10.78000000.sat,96932071.2
hardware/cnf_cbpmas_prop_5_13961_2.cnf_7.57000000.sat,98509928.9
hardware/cnf_cbpmas_prop_6_14201_2.cnf_8.90000000.sat,98510449.2
hardware/cnf_cbpmas_prop_7_14730_2.cnf_8.08000000.sat,98413375.5
hardware/cnf_cbpmas_prop_8_15004_2.cnf_8.69000000.sat,98449306.6
hardware/cnf_cbpmas_prop_9_15343_2.cnf_12.07000000.sat,98408289.7
hardware/cnf_cpipe_prop_10_20413_2.cnf_16.84000000.sat,276238184.5
hardware/cnf_cpipe_prop_11_21051_2.cnf_29.93000000.sat,300204326.5
hardware/cnf_cpipe_prop_12_21804_2.cnf_68.17000000.sat,317499728.6
hardware/cnf_cpipe_prop_13_23041_2.cnf_42.17000000.sat,296688851.0
hardware/cnf_cpipe_prop_14_23811_2.cnf_292.62000000.sat,573559522.5
hardware/cnf_cpipe_prop_15_25783_2.cnf_189.85000000.sat,474951846.8
hardware/cnf_cpipe_prop_16_27432_2.cnf_40.15000000.sat,262217392.3
hardware/cnf_cpipe_prop_17_28108_2.cnf_72.55000000.sat,372284032.5
hardware/cnf_cpipe_prop_18_28701_2.cnf_263.71000000.sat,486785949.3
hardware/cnf_cpipe_prop_1_1311_2.cnf_604.73000000.sat,385847916.4
hardware/cnf_cpipe_prop_2_5187_2.cnf_67.86000000.sat,324902679.2
hardware/cnf_cpipe_prop_3_6087_2.cnf_512.33000000.sat,217432634.2
hardware/cnf_cpipe_prop_4_8995_2.cnf_377.48000000.sat,315498744.0
hardware/cnf_cpipe_prop_5_12634_2.cnf_428.11000000.sat,356345444.4
hardware/cnf_cpipe_prop_6_14274_2.cnf_315.20000000.sat,507192934.0
hardware/cnf_cpipe_prop_7_16419_2.cnf_111.63000000.sat,374538616.5
hardware/cnf_cpipe_prop_8_18296_2.cnf_47.23000000.sat,406122899.9
hardware/cnf_cpipe_prop_9_19174_2.cnf_130.83000000.sat,422713267.7
hardware/cnf_mo_prop_10_14326_2.cnf_5.95000000.sat,165949569.0
hardware/cnf_mo_prop_11_15981_2.cnf_5.79000000.sat,164301283.7
hardware/cnf_mo_prop_1_790_2.cnf_0.00000000.sat,7901462.0
hardware/cnf_mo_prop_2_1768_2.cnf_0.00000000.sat,7901306.3
hardware/cnf_mo_prop_3_3311_2.cnf_9.30000000.sat,166390893.1
hardware/cnf_mo_prop_4_5236_2.cnf_43.96000000.sat,210455681.4
hardware/cnf_mo_prop_5_6974_2.cnf_6.11000000.sat,164516037.7
hardware/cnf_mo_prop_6_8441_2.cnf_39.93000000.sat,200236411.6
hardware/cnf_mo_prop_7_9141_2.cnf_7.56000000.sat,168478430.6
hardware/cnf_mo_prop_8_12004_2.cnf_0.00000000.sat,7901879.7
hardware/cnf_mo_prop_9_12912_2.cnf_0.00000000.sat,7901599.9
software/XSEngine,2962707.3
software/aaed2000,3000610.3
software/adder,3002525.7
software/adderII,3012454.3
software/aeb,2816303.3
software/aim711,2963407.7
software/aki3068net,2835571.0
software/am31_sim,2725140.0
software/asb,2875650.7
software/asb2305,2880338.7
software/assabet,2914797.3
software/at91sam7sek,2963884.7
software/at91sam7xek,3044329.7
software/atlas_mips32_4kc,2854933.3
software/atlas_mips64_5kc,2837481.0
software/axtls,204296.3
software/brutus,2835886.0
software/buildroot,1390180.0
software/busybox_1_28_0,2443518.3
software/calm16_ceb,2738005.3
software/calm32_ceb,2738344.3
software/ceb_v850,2787238.7
software/cerf,2972030.7
software/cerfpda,3009533.7
software/cma230,2820829.7
software/cma28x,2819713.0
software/cme555,2970262.0
software/cq7708,2867290.0
software/cq7750,2917689.3
software/csb281,2926328.3
software/dreamcast,2907758.0
software/e7t,2970166.3
software/ea2468,3084911.0
software/eb40,2880303.3
software/eb40a,2882832.3
software/eb42,2868438.7
software/eb55,2937495.7
software/ebsa285,2946061.0
software/ec555,2972994.7
software/ecos-icse11,2932922.3
software/edb7xxx,2905475.0
software/edosk2674,2806892.0
software/embtoolkit,4251626.0
software/excalibur_arm9,2856331.3
software/fads,2777599.7
software/financial,413947.0
software/flexanet,2968375.7
software/freebsd-icse11,3295138.7
software/frv400,2919069.7
software/gps4020,2816884.0
software/grg,2905402.3
software/h8300h_sim,2750029.3
software/h8max,2822802.3
software/h8s_sim,2752430.0
software/hs7729pci,3028693.7
software/innovator,2940483.7
software/integrator_arm7,2950300.0
software/integrator_arm9,2959428.3
software/ipaq,2892969.0
software/iq80310,2952824.7
software/iq80321,2948110.0
software/ixdp425,2918977.0
software/jmr3904,2795371.7
software/jtst,2882935.0
software/linux,2836095.3
software/lpcmt,2905628.3
software/m5272c3,3103868.7
software/mac7100evb,2871197.0
software/mace1,2871634.7
software/malta_mips32_4kc,2894747.7
software/malta_mips64_5kc,2895048.0
software/mb93091,2938174.7
software/mb93093,2898901.0
software/mbx,3063579.0
software/mcb2100,2905495.3
software/moab,3010624.7
software/mpc50,2818965.7
software/nano,2986893.3
software/npwr,2950708.7
software/ocelot,2964123.0
software/olpce2294,2991238.0
software/olpch2294,2934253.0
software/olpcl2294,2988786.3
software/p2106,2905765.0
software/pati,2925223.3
software/pc_i82544,2963025.7
software/pc_i82559,2963080.3
software/pc_rltk8139,2982224.0
software/pc_usb_d12,2990639.0
software/pc_vmWare,2952405.0
software/phycore,2965233.0
software/phycore229x,3090064.3
software/picasso,2902277.7
software/pid,2853552.3
software/prpmc1100,2840944.7
software/psim,2765136.3
software/rattler,3131992.0
software/ref4955,2841796.7
software/refidt334,3002118.7
software/sa1100mm,2840899.3
software/sam7ex256,3044619.3
software/se7751,3009234.0
software/sh4_202_md,2942974.7
software/sh7708,2892867.3
software/skmb91302,2850640.3
software/sleb,2784923.7
software/smdk2410,2936232.0
software/snds,2843147.0
software/sparc_erc32,2735214.7
software/sparc_leon,2734960.0
software/sparclite_sim,2735052.7
software/stb,2929387.7
software/stdeval1,2782009.3
software/stm3210e_eval,2975115.0
software/toybox,437477.3
software/ts1000,3073595.7
software/ts6,2935637.3
software/tx39_sim,2747646.3
software/uClinux,0.0
software/uClinux-config,13002991.3
software/uE250,2904895.3
software/vads,2935618.0
software/viper,3077851.0
software/vrc4373,2910312.7
software/vrc4375,2964815.0
