Instance,SATDiv
hardware/cnf_cbpmas_prop_10_16008_2.cnf_9.58000000.sat,24611967.8
hardware/cnf_cbpmas_prop_11_16336_2.cnf_8.83000000.sat,24515632.7
hardware/cnf_cbpmas_prop_12_16652_2.cnf_8.53000000.sat,24515247.1
hardware/cnf_cbpmas_prop_13_16976_2.cnf_12.90000000.sat,24625750.3
hardware/cnf_cbpmas_prop_14_17461_2.cnf_15.76000000.sat,24621279.1
hardware/cnf_cbpmas_prop_15_17791_2.cnf_8.99000000.sat,24576020.8
hardware/cnf_cbpmas_prop_16_18128_2.cnf_8.98000000.sat,24579938.1
hardware/cnf_cbpmas_prop_17_18428_2.cnf_12.10000000.sat,24549694.9
hardware/cnf_cbpmas_prop_18_18898_2.cnf_13.26000000.sat,24549749.9
hardware/cnf_cbpmas_prop_19_19151_2.cnf_0.00000000.sat,2334295.9
hardware/cnf_cbpmas_prop_1_12761_2.cnf_12.73000000.sat,24345610.4
hardware/cnf_cbpmas_prop_20_19379_2.cnf_9.60000000.sat,23763108.8
hardware/cnf_cbpmas_prop_21_19624_2.cnf_0.01000000.sat,2334140.8
hardware/cnf_cbpmas_prop_22_19855_2.cnf_9.97000000.sat,23761798.0
hardware/cnf_cbpmas_prop_23_20123_2.cnf_0.00000000.sat,2334225.3
hardware/cnf_cbpmas_prop_24_20378_2.cnf_11.87000000.sat,23926365.2
hardware/cnf_cbpmas_prop_25_20875_2.cnf_0.00000000.sat,2334338.5
hardware/cnf_cbpmas_prop_26_21271_2.cnf_12.78000000.sat,23926774.0
hardware/cnf_cbpmas_prop_27_21735_2.cnf_6.82000000.sat,24146725.3
hardware/cnf_cbpmas_prop_28_22074_2.cnf_6.85000000.sat,24143656.5
hardware/cnf_cbpmas_prop_29_22553_2.cnf_13.05000000.sat,24096153.7
hardware/cnf_cbpmas_prop_2_13116_2.cnf_9.98000000.sat,24345334.2
hardware/cnf_cbpmas_prop_30_22919_2.cnf_12.26000000.sat,24091288.6
hardware/cnf_cbpmas_prop_31_23259_2.cnf_8.05000000.sat,24390430.2
hardware/cnf_cbpmas_prop_32_23540_2.cnf_8.67000000.sat,24392718.8
hardware/cnf_cbpmas_prop_33_23781_2.cnf_8.77000000.sat,24366240.9
hardware/cnf_cbpmas_prop_34_24100_2.cnf_7.56000000.sat,24368816.9
hardware/cnf_cbpmas_prop_35_24416_2.cnf_9.77000000.sat,24400260.9
hardware/cnf_cbpmas_prop_36_25058_2.cnf_9.75000000.sat,24397585.8
hardware/cnf_cbpmas_prop_37_25392_2.cnf_0.16000000.sat,9306149.6
