Instance,SATDiv
hardware/cnf_cbpmas_prop_3_13448_2.cnf_10.10000000.sat,24228391.3
hardware/cnf_cbpmas_prop_4_13712_2.cnf_10.78000000.sat,24226614.2
hardware/cnf_cbpmas_prop_5_13961_2.cnf_7.57000000.sat,24638320.5
hardware/cnf_cbpmas_prop_6_14201_2.cnf_8.90000000.sat,24639909.3
hardware/cnf_cbpmas_prop_7_14730_2.cnf_8.08000000.sat,24617375.5
hardware/cnf_cbpmas_prop_8_15004_2.cnf_8.69000000.sat,24617304.8
hardware/cnf_cbpmas_prop_9_15343_2.cnf_12.07000000.sat,24616800.7
hardware/cnf_cpipe_prop_10_20413_2.cnf_16.84000000.sat,69511243.8
hardware/cnf_cpipe_prop_11_21051_2.cnf_29.93000000.sat,75380694.6
hardware/cnf_cpipe_prop_12_21804_2.cnf_68.17000000.sat,79808335.7
hardware/cnf_cpipe_prop_13_23041_2.cnf_42.17000000.sat,74609468.1
hardware/cnf_cpipe_prop_14_23811_2.cnf_292.62000000.sat,144042039.3
hardware/cnf_cpipe_prop_15_25783_2.cnf_189.85000000.sat,119094034.5
hardware/cnf_cpipe_prop_16_27432_2.cnf_40.15000000.sat,65679324.4
hardware/cnf_cpipe_prop_17_28108_2.cnf_72.55000000.sat,93815958.6
hardware/cnf_cpipe_prop_18_28701_2.cnf_263.71000000.sat,122762864.0
hardware/cnf_cpipe_prop_1_1311_2.cnf_604.73000000.sat,97624783.2
hardware/cnf_cpipe_prop_2_5187_2.cnf_67.86000000.sat,81687094.2
hardware/cnf_cpipe_prop_3_6087_2.cnf_512.33000000.sat,54630132.2
hardware/cnf_cpipe_prop_4_8995_2.cnf_377.48000000.sat,79569724.9
hardware/cnf_cpipe_prop_5_12634_2.cnf_428.11000000.sat,89452160.3
hardware/cnf_cpipe_prop_6_14274_2.cnf_315.20000000.sat,127440813.9
hardware/cnf_cpipe_prop_7_16419_2.cnf_111.63000000.sat,94240874.1
hardware/cnf_cpipe_prop_8_18296_2.cnf_47.23000000.sat,101674776.5
hardware/cnf_cpipe_prop_9_19174_2.cnf_130.83000000.sat,106499124.0
hardware/cnf_mo_prop_10_14326_2.cnf_5.95000000.sat,41474459.8
hardware/cnf_mo_prop_11_15981_2.cnf_5.79000000.sat,41104811.3
hardware/cnf_mo_prop_1_790_2.cnf_0.00000000.sat,1971222.3
hardware/cnf_mo_prop_2_1768_2.cnf_0.00000000.sat,1971247.7
hardware/cnf_mo_prop_3_3311_2.cnf_9.30000000.sat,41602595.6
hardware/cnf_mo_prop_4_5236_2.cnf_43.96000000.sat,52878413.4
hardware/cnf_mo_prop_5_6974_2.cnf_6.11000000.sat,41147856.0
hardware/cnf_mo_prop_6_8441_2.cnf_39.93000000.sat,50212098.8
hardware/cnf_mo_prop_7_9141_2.cnf_7.56000000.sat,42113236.9
hardware/cnf_mo_prop_8_12004_2.cnf_0.00000000.sat,1971330.8
hardware/cnf_mo_prop_9_12912_2.cnf_0.00000000.sat,1971328.1
software/XSEngine,740264.7
software/aaed2000,749829.7
software/adder,750149.7
software/adderII,752705.3
software/aeb,703679.3
software/aim711,740521.7
software/aki3068net,708520.7
software/am31_sim,680937.7
software/asb,718503.3
software/asb2305,719769.0
software/assabet,728364.0
software/at91sam7sek,740542.3
software/at91sam7xek,760722.3
software/atlas_mips32_4kc,713333.0
software/atlas_mips64_5kc,708952.0
software/axtls,51058.7
software/brutus,708621.7
software/buildroot,346641.7
software/busybox_1_28_0,610277.3
software/calm16_ceb,684147.0
software/calm32_ceb,684201.3
software/ceb_v850,696388.7
software/cerf,742585.7
software/cerfpda,752000.7
software/cma230,704821.0
software/cma28x,704624.7
software/cme555,742144.0
software/cq7708,716538.0
software/cq7750,729056.0
software/csb281,731206.7
software/dreamcast,726567.7
software/e7t,742186.7
software/ea2468,770916.3
software/eb40,719691.3
software/eb40a,720311.7
software/eb42,716792.3
software/eb55,734091.7
software/ebsa285,736261.7
software/ec555,742854.3
software/ecos-icse11,732918.0
software/edb7xxx,725965.0
software/edosk2674,701274.7
software/embtoolkit,1061679.7
software/excalibur_arm9,713742.7
software/fads,694031.7
software/financial,103338.7
software/flexanet,741624.0
software/freebsd-icse11,822976.0
software/frv400,729348.0
software/gps4020,703832.7
software/grg,725991.0
software/h8300h_sim,687204.3
software/h8max,705348.3
software/h8s_sim,687843.3
software/hs7729pci,756701.7
software/innovator,734776.3
software/integrator_arm7,737225.0
software/integrator_arm9,739441.7
software/ipaq,722840.7
software/iq80310,737805.7
software/iq80321,736531.0
software/ixdp425,729400.0
software/jmr3904,698486.3
software/jtst,720266.7
software/linux,708539.7
software/lpcmt,726080.0
software/m5272c3,775357.0
software/mac7100evb,717374.3
software/mace1,717469.7
software/malta_mips32_4kc,723416.3
software/malta_mips64_5kc,723415.7
software/mb93091,734040.3
software/mb93093,724335.0
software/mbx,765528.0
software/mcb2100,726031.7
software/moab,752307.0
software/mpc50,704380.0
software/nano,746267.7
software/npwr,737309.7
software/ocelot,740724.0
software/olpce2294,747308.0
software/olpch2294,733180.7
software/olpcl2294,746838.3
software/p2106,726051.7
software/pati,730888.7
software/pc_i82544,740268.7
software/pc_i82559,740349.7
software/pc_rltk8139,745098.0
software/pc_usb_d12,747275.7
software/pc_vmWare,737714.7
software/phycore,740882.0
software/phycore229x,772084.7
software/picasso,725206.7
software/pid,713018.3
software/prpmc1100,709877.0
software/psim,690934.3
software/rattler,782619.0
software/ref4955,710053.7
software/refidt334,750103.7
software/sa1100mm,709863.3
software/sam7ex256,760651.3
software/se7751,751814.7
software/sh4_202_md,735321.3
software/sh7708,722937.0
software/skmb91302,712250.7
software/sleb,695923.7
software/smdk2410,733634.0
software/snds,710352.0
software/sparc_erc32,683444.3
software/sparc_leon,683431.7
software/sparclite_sim,683374.3
software/stb,731984.7
software/stdeval1,695172.0
software/stm3210e_eval,743406.7
software/toybox,109360.0
software/ts1000,768075.0
software/ts6,733510.0
software/tx39_sim,686478.0
software/uClinux,0.0
software/uClinux-config,3247543.0
software/uE250,725916.3
software/vads,733556.7
software/viper,768959.3
software/vrc4373,727214.3
software/vrc4375,740745.0
