Instance,cmsgen,cmsgen+SATDiv optimization
sortware/busybox_1_28_0,566001.6,610299.0
sortware/calm16_ceb,535349.0,684259.8
sortware/calm32_ceb,535761.2,684242.0
sortware/ceb_v850,546717.0,696441.0
sortware/cerf,575793.0,742671.2
sortware/cerfpda,580721.6,752095.6
sortware/cma230,556542.8,704889.4
sortware/cma28x,553606.2,704618.8
sortware/cme555,581906.0,742174.6
sortware/cq7708,567703.8,716557.6
sortware/cq7750,569227.8,729164.6
sortware/csb281,561404.4,731255.0
sortware/dreamcast,565936.8,726573.8
sortware/e7t,578953.8,742260.4
sortware/ea2468,607909.8,770863.4
sortware/eb40,562037.8,719751.8
sortware/eb40a,560079.4,720371.2
sortware/eb42,560982.0,716808.4
sortware/eb55,575042.0,734088.8
sortware/ebsa285,570437.6,736291.4
sortware/ec555,576686.6,742858.2
sortware/ecos-icse11,573442.0,732892.0
sortware/edb7xxx,563960.2,725990.2
sortware/edosk2674,544955.8,701369.4
sortware/embtoolkit,962000.6,1062036.6
sortware/excalibur_arm9,553405.0,713809.8
sortware/fads,542328.0,694093.8
sortware/financial,87582.4,103371.8
sortware/flexanet,572162.2,741688.6
sortware/freebsd-icse11,719615.0,823216.2
sortware/frv400,567999.6,729434.4
sortware/gps4020,540159.6,703892.6
sortware/grg,566778.2,726030.2
sortware/h8300h_sim,544100.2,687238.6
sortware/h8max,551761.0,705428.4
sortware/h8s_sim,536396.6,687810.0
sortware/hs7729pci,579222.8,756907.6
sortware/innovator,571382.0,734886.8
sortware/integrator_arm7,571803.0,737294.8
sortware/integrator_arm9,567553.2,739535.6
sortware/ipaq,563820.8,722836.8
sortware/iq80310,581180.0,737913.8
sortware/iq80321,575924.8,736602.6
sortware/ixdp425,566190.2,729478.6
sortware/jmr3904,544169.6,698569.2
sortware/jtst,561926.0,720419.4
sortware/linux,553500.0,708684.0
sortware/lpcmt,574262.0,726057.4
sortware/m5272c3,614166.6,775569.2
sortware/mac7100evb,562026.0,717565.4
sortware/mace1,561327.0,717558.6
sortware/malta_mips32_4kc,569480.0,723410.2
sortware/malta_mips64_5kc,564337.0,723381.6
sortware/mb93091,577844.4,734108.4
sortware/mb93093,563927.2,724463.8
sortware/mbx,596622.8,765624.0
sortware/mcb2100,566957.8,726087.6
sortware/moab,587309.0,752265.6
sortware/mpc50,554221.8,704395.8
sortware/nano,589891.8,746382.8
sortware/npwr,581172.4,737349.0
sortware/ocelot,574594.4,740689.4
sortware/olpce2294,575917.0,747490.4
sortware/olpch2294,578946.4,733213.0
sortware/olpcl2294,585543.2,746883.0
sortware/p2106,566628.0,726091.2
sortware/pati,572949.2,730918.6
sortware/pc_i82544,578353.8,740403.6
sortware/pc_i82559,580187.2,740321.8
sortware/pc_rltk8139,578959.0,745137.4
sortware/pc_usb_d12,580240.8,747340.0
sortware/pc_vmWare,581647.0,737765.6
sortware/phycore,578141.0,740919.2
sortware/phycore229x,602184.4,772142.0
sortware/picasso,566703.6,725245.2
sortware/pid,557331.2,712975.8
sortware/prpmc1100,560008.6,709884.0
sortware/psim,539724.6,691034.0
sortware/rattler,611832.4,782676.6
sortware/ref4955,550298.8,710095.4
sortware/refidt334,584552.6,750145.6
sortware/sa1100mm,560796.8,709927.0
sortware/sam7ex256,590235.8,760816.6
sortware/se7751,587326.0,751931.8
sortware/sh4_202_md,572872.4,735401.0
sortware/sh7708,571404.6,722888.0
sortware/skmb91302,552237.6,712282.0
sortware/sleb,542964.2,695914.0
sortware/smdk2410,569097.0,733708.8
sortware/snds,560539.2,710420.0
sortware/sparc_erc32,531092.4,683484.8
sortware/sparc_leon,539062.2,683452.2
sortware/sparclite_sim,535152.8,683486.0
sortware/stb,573534.8,732007.4
sortware/stdeval1,532080.8,695257.2
sortware/stm3210e_eval,582202.8,743426.0
sortware/toybox,101264.8,109361.8
sortware/ts1000,598068.6,768108.2
sortware/ts6,573259.0,733470.2
sortware/tx39_sim,544735.2,686557.6
sortware/uClinux,370880.8,378750.0
sortware/uClinux-config,2765476.2,3247490.2
sortware/uE250,570895.0,725874.0
sortware/vads,573671.2,733520.0
sortware/viper,607167.2,769057.4
sortware/vrc4373,568347.8,727248.2
sortware/vrc4375,577869.8,740923.6
