Instance,cmsgen,cmsgen+SATDiv optimization
hardware/cnf_cpipe_prop_18_28701_2.cnf_263.71000000.sat,4377477.4,4783646.3
hardware/cnf_cpipe_prop_1_1311_2.cnf_604.73000000.sat,3784613.0,4004120.8
hardware/cnf_cpipe_prop_2_5187_2.cnf_67.86000000.sat,3072494.6,3351147.1
hardware/cnf_cpipe_prop_3_6087_2.cnf_512.33000000.sat,2055739.9,2194295.9
hardware/cnf_cpipe_prop_4_8995_2.cnf_377.48000000.sat,3015566.2,3253352.1
hardware/cnf_cpipe_prop_5_12634_2.cnf_428.11000000.sat,3265007.6,3515578.2
hardware/cnf_cpipe_prop_6_14274_2.cnf_315.20000000.sat,0.0,0.0
hardware/cnf_cpipe_prop_7_16419_2.cnf_111.63000000.sat,3394640.9,3710054.9
hardware/cnf_cpipe_prop_8_18296_2.cnf_47.23000000.sat,3572199.8,3977836.9
hardware/cnf_cpipe_prop_9_19174_2.cnf_130.83000000.sat,3781217.6,4181896.7
hardware/cnf_mo_prop_10_14326_2.cnf_5.95000000.sat,1410383.0,1601554.9
hardware/cnf_mo_prop_11_15981_2.cnf_5.79000000.sat,1381197.3,1583553.1
hardware/cnf_mo_prop_1_790_2.cnf_0.00000000.sat,68510.2,77059.1
hardware/cnf_mo_prop_2_1768_2.cnf_0.00000000.sat,68510.2,77059.1
hardware/cnf_mo_prop_3_3311_2.cnf_9.30000000.sat,1403875.5,1607011.3
hardware/cnf_mo_prop_4_5236_2.cnf_43.96000000.sat,1737025.2,2047701.2
hardware/cnf_mo_prop_5_6974_2.cnf_6.11000000.sat,1388088.6,1583908.3
hardware/cnf_mo_prop_6_8441_2.cnf_39.93000000.sat,1697930.9,1942442.0
hardware/cnf_mo_prop_7_9141_2.cnf_7.56000000.sat,1428048.2,1621530.3
hardware/cnf_mo_prop_8_12004_2.cnf_0.00000000.sat,68956.6,77047.4
hardware/cnf_mo_prop_9_12912_2.cnf_0.00000000.sat,68956.6,77047.4
sortware/XSEngine,21171.8,29467.0
sortware/aaed2000,21478.8,29857.0
sortware/adder,21622.4,29855.8
sortware/adderII,21495.6,29989.8
sortware/aeb,19928.0,28013.8
sortware/aim711,21466.6,29464.8
sortware/aki3068net,19913.8,28185.6
sortware/am31_sim,19956.2,27123.6
sortware/asb,20325.0,28615.6
sortware/asb2305,20623.6,28671.6
sortware/assabet,20176.0,28992.2
sortware/at91sam7sek,21339.6,29508.4
sortware/at91sam7xek,21607.8,30300.2
sortware/atlas_mips32_4kc,20208.0,28409.8
sortware/atlas_mips64_5kc,20070.4,28224.4
sortware/axtls,1615.4,2030.4
sortware/brutus,20648.2,28228.4
sortware/buildroot,12244.4,13910.0
sortware/busybox_1_28_0,20748.2,24210.8
sortware/calm16_ceb,19860.0,27260.8
sortware/calm32_ceb,19095.8,27253.4
sortware/ceb_v850,19668.0,27740.4
sortware/cerf,21593.8,29555.4
sortware/cerfpda,21440.2,29924.2
sortware/cma230,20590.2,28082.8
sortware/cma28x,20669.8,28074.0
sortware/cme555,20849.8,29577.8
sortware/cq7708,21695.6,28538.0
sortware/cq7750,21329.0,29059.0
sortware/csb281,21204.2,29106.2
sortware/dreamcast,20736.8,28926.0
sortware/e7t,21590.8,29542.0
sortware/ea2468,22265.0,30686.2
sortware/eb40,20455.2,28667.8
sortware/eb40a,20658.8,28686.6
sortware/eb42,20855.0,28567.8
sortware/eb55,21490.4,29245.2
sortware/ebsa285,20837.8,29309.0
sortware/ec555,20880.8,29602.0
sortware/ecos-icse11,20372.8,29173.0
sortware/edb7xxx,20568.8,28912.6
sortware/edosk2674,20504.0,27908.0
sortware/embtoolkit,35148.8,41980.6
sortware/excalibur_arm9,20046.8,28429.2
sortware/fads,19915.6,27658.6
sortware/financial,3327.8,4053.2
sortware/flexanet,21260.0,29532.8
sortware/freebsd-icse11,26187.8,32679.0
sortware/frv400,21137.8,29027.2
sortware/gps4020,19612.2,28031.4
sortware/grg,21402.8,28903.2
sortware/h8300h_sim,19894.6,27375.6
sortware/h8max,19916.4,28065.4
sortware/h8s_sim,19661.6,27397.2
sortware/hs7729pci,20470.2,30148.8
sortware/innovator,21542.0,29269.0
sortware/integrator_arm7,20501.6,29359.8
sortware/integrator_arm9,21164.0,29453.2
sortware/ipaq,20362.8,28787.4
sortware/iq80310,21397.0,29382.8
sortware/iq80321,21210.2,29329.4
sortware/ixdp425,20678.4,29027.2
sortware/jmr3904,19350.6,27828.6
sortware/jtst,20810.0,28693.4
sortware/linux,20388.2,28200.4
sortware/lpcmt,21091.4,28909.4
sortware/m5272c3,22473.2,30826.6
sortware/mac7100evb,20275.6,28585.0
sortware/mace1,20714.6,28580.0
sortware/malta_mips32_4kc,21039.8,28808.0
sortware/malta_mips64_5kc,20986.8,28805.2
sortware/mb93091,21352.8,29224.6
sortware/mb93093,20924.8,28828.4
sortware/mbx,21778.2,30502.0
sortware/mcb2100,20833.2,28903.0
sortware/moab,22008.0,29951.0
sortware/mpc50,20310.8,28045.6
sortware/nano,21752.6,29695.6
sortware/npwr,22021.0,29334.6
sortware/ocelot,20914.0,29493.8
sortware/olpce2294,20935.4,29747.6
sortware/olpch2294,21420.0,29194.4
sortware/olpcl2294,22081.2,29740.2
sortware/p2106,20511.6,28922.2
sortware/pati,21080.6,29117.4
sortware/pc_i82544,20905.6,29482.4
sortware/pc_i82559,21332.6,29486.0
sortware/pc_rltk8139,21105.2,29655.4
sortware/pc_usb_d12,21057.6,29754.2
sortware/pc_vmWare,21703.8,29378.6
sortware/phycore,20697.6,29518.8
sortware/phycore229x,22523.6,30736.4
sortware/picasso,20933.4,28875.6
sortware/pid,20239.8,28409.8
sortware/prpmc1100,20530.8,28267.6
sortware/psim,20004.0,27517.2
sortware/rattler,22356.0,31152.2
sortware/ref4955,20240.0,28287.8
sortware/refidt334,21694.4,29855.2
sortware/sa1100mm,21056.4,28272.0
sortware/sam7ex256,21080.2,30281.6
sortware/se7751,21699.2,29927.0
sortware/sh4_202_md,20083.4,29267.0
sortware/sh7708,20458.6,28796.8
sortware/skmb91302,20025.8,28364.8
sortware/sleb,19661.0,27731.0
sortware/smdk2410,21070.0,29230.6
sortware/snds,20311.8,28286.8
sortware/sparc_erc32,19605.8,27238.2
sortware/sparc_leon,19516.2,27229.4
sortware/sparclite_sim,19665.6,27237.0
sortware/stb,20763.4,29147.8
sortware/stdeval1,19634.6,27681.8
sortware/stm3210e_eval,21626.4,29603.8
sortware/toybox,3693.8,4375.0
sortware/ts1000,22035.6,30585.4
sortware/ts6,21582.6,29190.4
sortware/tx39_sim,19999.2,27352.4
sortware/uClinux,13663.2,15150.0
sortware/uClinux-config,100518.2,129517.8
sortware/uE250,20637.8,28891.0
sortware/vads,20842.4,29193.8
sortware/viper,22749.2,30633.4
sortware/vrc4373,20603.2,28952.4
sortware/vrc4375,21271.4,29499.4
